CVE-2022-27404 - CRITICAL -  FreeType: Buffer Overflow
CVE-2021-22945 - CRITICAL -  curl: use-after-free and double-free in MQTT sending
CVE-2017-7657 - CRITICAL -  jetty: HTTP request smuggling
CVE-2019-17638 - CRITICAL -  jetty: double release of resource can lead to information disclosure
CVE-2021-20195 - CRITICAL -  keycloak: The Account console allows stored self-XSS via impersonation mechanism
CVE-2020-1731 - CRITICAL -  keycloak: generates same admin password while installation when deployed on same openshift namespace
CVE-2022-23305 - CRITICAL -  log4j: SQL injection in Log4j 1.x when application is configured to use JDBCAppender
CVE-2019-17571 - CRITICAL -  log4j: deserialization of untrusted data in SocketServer
CVE-2022-29155 - CRITICAL -  openldap: OpenLDAP SQL injection
CVE-2022-1292 - CRITICAL -  openssl: c_rehash script allows command injection
CVE-2015-20107 - CRITICAL -  python(mailcap): findmatch() function does not sanitise the second argument
CVE-2021-29921 - CRITICAL -  python-ipaddress: Improper input validation of octal strings
CVE-2018-1273 - CRITICAL -  spring-data-commons: Improper neutralization of special elements allow remote attackers to execute code via crafted requests
CVE-2019-8457 - CRITICAL -  sqlite: heap out-of-bound read in function rtreenode()
CVE-2022-27405 - HIGH -  FreeType: Segementation Fault
CVE-2022-27406 - HIGH -  Freetype: Segmentation violation
CVE-2018-1294 - HIGH -  Improper Input Validation
CVE-2017-9801 - HIGH -  SMTP header injection vulnerabilty
CVE-2021-35516 - HIGH -  apache-commons-compress: excessive memory allocation when reading a specially crafted 7Z archive
CVE-2021-35517 - HIGH -  apache-commons-compress: excessive memory allocation when reading a specially crafted TAR archive
CVE-2021-36090 - HIGH -  apache-commons-compress: excessive memory allocation when reading a specially crafted ZIP archive
CVE-2021-35515 - HIGH -  apache-commons-compress: infinite loop when reading a specially crafted 7Z archive
CVE-2020-11987 - HIGH -  batik: SSRF due to improper input validation by the NodePickerPanel
CVE-2017-5643 - HIGH -  camel-core: Validation component vulnerable to SSRF via remote DTDs and XXE
CVE-2019-0188 - HIGH -  camel-xmljson: XML external entity injection vulnerability inoutdated JSON-lib library
CVE-2019-0194 - HIGH -  camel: Directory traversal in file producer
CVE-2021-22946 - HIGH -  curl: Requirement to use TLS not properly enforced for IMAP, POP3, and FTP protocols
CVE-2022-1304 - HIGH -  e2fsprogs: out-of-bounds read/write via crafted filesystem
CVE-2022-24765 - HIGH -  git: On multi-user machines Git users might find themselves unexpectedly in a Git worktree
CVE-2021-3999 - HIGH -  glibc: Off-by-one buffer overflow/underflow in getcwd()
CVE-2020-25649 - HIGH -  jackson-databind: FasterXML DOMDeserializer insecure entity expansion is vulnerable to XML external entity (XXE)
CVE-2020-36518 - HIGH -  jackson-databind: denial of service via a large depth of nested objects
CVE-2021-28165 - HIGH -  jetty: Resource exhaustion when receiving an invalid large TLS frame
CVE-2017-9735 - HIGH -  jetty: Timing channel attack in util/security/Password.java
CVE-2020-27216 - HIGH -  jetty: local temporary directory hijacking vulnerability
CVE-2019-10199 - HIGH -  keycloak: CSRF check missing in My Resources functionality in the Account Console
CVE-2022-1466 - HIGH -  keycloak: Improper authorization for master realm
CVE-2020-1714 - HIGH -  keycloak: Lack of checks in ObjectInputStream leading to Remote Code Execution
CVE-2019-10201 - HIGH -  keycloak: SAML broker does not check existence of signature on document allowing any user impersonation
CVE-2021-20202 - HIGH -  keycloak: Temporary Directory Hijacking Vulnerability in Keycloak
CVE-2019-10170 - HIGH -  keycloak: script execution via realm management policy trigger
CVE-2020-1718 - HIGH -  keycloak: security issue on reset credential flow
CVE-2020-14389 - HIGH -  keycloak: user can manage resources with just "view-profile" role using new Account Console
