CVE-2022-27404 - CRITICAL -  FreeType: Buffer Overflow
CVE-2017-18211 - CRITICAL -  ImageMagick: NULL pointer dereference in saveBinaryCLProgram in magick/opencl.c
CVE-2017-14624 - CRITICAL -  ImageMagick: NULL pointer dereference in the PostscriptDelegateMessage function
CVE-2017-14532 - CRITICAL -  ImageMagick: NULL pointer dereference in the TIFFIgnoreTags function
CVE-2017-14626 - CRITICAL -  ImageMagick: NULL pointer dereference in the sixel_decode function
CVE-2017-14625 - CRITICAL -  ImageMagick: NULL pointer dereference in the sixel_output_create function
CVE-2018-14551 - CRITICAL -  ImageMagick: Uninitialized variable in coders/mat.c:ReadMATImageV4() allows for memory corruption
CVE-2019-19949 - CRITICAL -  ImageMagick: heap-based buffer over-read in WritePNGImage in coders/png.c
CVE-2021-21342 - CRITICAL -  XStream: SSRF via crafted input stream
CVE-2021-21345 - CRITICAL -  XStream: Unsafe deserizaliation of com.sun.corba.se.impl.activation.ServerTableEntry
CVE-2021-21350 - CRITICAL -  XStream: Unsafe deserizaliation of com.sun.org.apache.bcel.internal.util.ClassLoader
CVE-2021-21347 - CRITICAL -  XStream: Unsafe deserizaliation of com.sun.tools.javac.processing.JavacProcessingEnvironment NameProcessIterator
CVE-2021-21344 - CRITICAL -  XStream: Unsafe deserizaliation of javax.sql.rowset.BaseRowSet
CVE-2021-21346 - CRITICAL -  XStream: Unsafe deserizaliation of sun.swing.SwingLazyValue
CVE-2021-21351 - CRITICAL -  XStream: allow a remote attacker to load and execute arbitrary code from a remote host only by manipulating the processed input stream
CVE-2019-12900 - CRITICAL -  bzip2: out-of-bounds write in function BZ2_decompress
CVE-2019-3822 - CRITICAL -  curl: NTLMv2 type-3 header stack buffer overflow
CVE-2019-5481 - CRITICAL -  curl: double free due to subsequent call of realloc()
CVE-2019-5482 - CRITICAL -  curl: heap buffer overflow in function tftp_receive_packet()
CVE-2018-16402 - CRITICAL -  elfutils: Double-free due to double decompression of sections in crafted ELF causes crash
CVE-2022-22822 - CRITICAL -  expat: Integer overflow in addBinding in xmlparse.c
CVE-2022-22823 - CRITICAL -  expat: Integer overflow in build_model in xmlparse.c
CVE-2022-22824 - CRITICAL -  expat: Integer overflow in defineAttribute in xmlparse.c
CVE-2022-23852 - CRITICAL -  expat: Integer overflow in function XML_GetBuffer
CVE-2022-25315 - CRITICAL -  expat: Integer overflow in storeRawNames()
CVE-2022-25235 - CRITICAL -  expat: Malformed 2- and 3-byte UTF-8 sequences can lead to arbitrary code execution
CVE-2022-25236 - CRITICAL -  expat: Namespace-separator characters in "xmlns[:prefix]" attribute values can lead to arbitrary code execution
CVE-2022-23990 - CRITICAL -  expat: integer overflow in the doProlog function
CVE-2019-14813 - CRITICAL -  ghostscript: Safer mode bypass by .forceput exposure in setsystemparams (701443)
CVE-2019-1353 - CRITICAL -  git: NTFS protections inactive when running Git in the Windows Subsystem for Linux
CVE-2019-12450 - CRITICAL -  glib2: file_copy_fallback in gio/gfile.c in GNOME GLib does not properly restrict file permissions while a copy operation is in progress
CVE-2021-35942 - CRITICAL -  glibc: Arbitrary read in wordexp()
CVE-2018-6485 - CRITICAL -  glibc: Integer overflow in posix_memalign in memalign functions
CVE-2022-23219 - CRITICAL -  glibc: Stack-based buffer overflow in sunrpc clnt_create via a long pathname
CVE-2022-23218 - CRITICAL -  glibc: Stack-based buffer overflow in svcunix_create via long pathnames
CVE-2018-6551 - CRITICAL -  glibc: integer overflow in malloc functions
CVE-2017-18269 - CRITICAL -  glibc: memory corruption in memcpy-sse2-unaligned.S
CVE-2021-33574 - CRITICAL -  glibc: mq_notify does not handle separately allocated thread attributes
CVE-2019-9169 - CRITICAL -  glibc: regular-expression match via proceed_next_node in posix/regexec.c leads to heap-based buffer over-read
CVE-2020-7692 - CRITICAL -  google-oauth-client: missing PKCE support in accordance with the RFC for OAuth 2.0 for Native Apps can lead to improper authorization
CVE-2020-8840 - CRITICAL -  jackson-databind: Lacks certain xbean-reflect/JNDI blocking
CVE-2018-11307 - CRITICAL -  jackson-databind: Potential information exfiltration with default typing, serialization gadget from MyBatis
CVE-2020-9548 - CRITICAL -  jackson-databind: Serialization gadgets in anteros-core
CVE-2019-14892 - CRITICAL -  jackson-databind: Serialization gadgets in classes of the commons-configuration package
CVE-2019-17267 - CRITICAL -  jackson-databind: Serialization gadgets in classes of the ehcache package
CVE-2019-14893 - CRITICAL -  jackson-databind: Serialization gadgets in classes of the xalan package
CVE-2019-16943 - CRITICAL -  jackson-databind: Serialization gadgets in com.p6spy.engine.spy.P6DataSource
CVE-2019-14540 - CRITICAL -  jackson-databind: Serialization gadgets in com.zaxxer.hikari.HikariConfig
CVE-2019-16335 - CRITICAL -  jackson-databind: Serialization gadgets in com.zaxxer.hikari.HikariDataSource
CVE-2020-9547 - CRITICAL -  jackson-databind: Serialization gadgets in ibatis-sqlmap
CVE-2019-16942 - CRITICAL -  jackson-databind: Serialization gadgets in org.apache.commons.dbcp.datasources.*
CVE-2019-17531 - CRITICAL -  jackson-databind: Serialization gadgets in org.apache.log4j.receivers.db.*
CVE-2020-9546 - CRITICAL -  jackson-databind: Serialization gadgets in shaded-hikari-config
CVE-2018-14719 - CRITICAL -  jackson-databind: arbitrary code execution in blaze-ds-opt and blaze-ds-core classes
CVE-2018-14718 - CRITICAL -  jackson-databind: arbitrary code execution in slf4j-ext class
CVE-2019-14379 - CRITICAL -  jackson-databind: default typing mishandling leading to remote code execution
CVE-2018-14720 - CRITICAL -  jackson-databind: exfiltration/XXE in some JDK classes
CVE-2018-19360 - CRITICAL -  jackson-databind: improper polymorphic deserialization in axis2-transport-jms class
CVE-2018-19362 - CRITICAL -  jackson-databind: improper polymorphic deserialization in jboss-common-core class
CVE-2018-19361 - CRITICAL -  jackson-databind: improper polymorphic deserialization in openjpa class
CVE-2019-20330 - CRITICAL -  jackson-databind: lacks certain net.sf.ehcache blocking
CVE-2018-14721 - CRITICAL -  jackson-databind: server-side request forgery (SSRF) in axis2-jaxws class
CVE-2020-12268 - CRITICAL -  jbig2dec: heap-based buffer overflow in jbig2_image_compose in jbig2_image.c
CVE-2022-21724 - CRITICAL -  jdbc-postgresql: Unchecked Class Instantiation when providing Plugin Classes
CVE-2021-27568 - CRITICAL -  json-smart: uncaught exception may lead to crash or information disclosure
CVE-2021-4048 - CRITICAL -  lapack: Out-of-bounds read in *larrv
CVE-2021-31535 - CRITICAL -  libX11: missing request length checks
CVE-2017-14062 - CRITICAL -  libidn2: Integer overflow in puny_decode.c/decode_digit
CVE-2017-12652 - CRITICAL -  libpng: does not check length of chunks against user limit
CVE-2020-26154 - CRITICAL -  libproxy: sending more than 102400 bytes in PAC without a Content-Length present could result in buffer overflow
CVE-2019-13990 - CRITICAL -  libquartz: XXE attacks via job description
CVE-2018-16858 - CRITICAL -  libreoffice: Arbitrary python functions in arbitrary modules on the filesystem can be executed without warning
CVE-2019-9852 - CRITICAL -  libreoffice: Insufficient URL encoding flaw in allowed script location check
CVE-2019-9850 - CRITICAL -  libreoffice: Insufficient URL validation allowing LibreLogo script execution
CVE-2019-9851 - CRITICAL -  libreoffice: LibreLogo global-event script execution
CVE-2019-9848 - CRITICAL -  libreoffice: LibreLogo script can be manipulated into executing arbitrary python commands
CVE-2017-12562 - CRITICAL -  libsndfile: Heap-based Buffer Overflow in psf_binheader_writef function in common.c
CVE-2019-3862 - CRITICAL -  libssh2: Out-of-bounds memory comparison with specially crafted message channel request
CVE-2019-3860 - CRITICAL -  libssh2: Out-of-bounds reads with specially crafted SFTP packets
CVE-2019-3861 - CRITICAL -  libssh2: Out-of-bounds reads with specially crafted SSH packets
CVE-2019-3859 - CRITICAL -  libssh2: Unchecked use of _libssh2_packet_require and _libssh2_packet_requirev resulting in out-of-bounds read
CVE-2019-3858 - CRITICAL -  libssh2: Zero-byte allocation with a specially crafted SFTP packed leading to an out-of-bounds read
CVE-2018-25011 - CRITICAL -  libwebp: heap-based buffer overflow in PutLE16()
CVE-2020-36328 - CRITICAL -  libwebp: heap-based buffer overflow in WebPDecode*Into functions
CVE-2018-25010 - CRITICAL -  libwebp: out-of-bounds read in ApplyFilter()
CVE-2020-36331 - CRITICAL -  libwebp: out-of-bounds read in ChunkAssignData() in mux/muxinternal.c
CVE-2020-36330 - CRITICAL -  libwebp: out-of-bounds read in ChunkVerifyAndAssign() in mux/muxread.c
CVE-2018-25013 - CRITICAL -  libwebp: out-of-bounds read in ShiftBytes()
CVE-2018-25009 - CRITICAL -  libwebp: out-of-bounds read in WebPMuxCreateInternal
CVE-2018-25012 - CRITICAL -  libwebp: out-of-bounds read in WebPMuxCreateInternal()
CVE-2018-25014 - CRITICAL -  libwebp: use of uninitialized value in ReadSymbol()
CVE-2020-36329 - CRITICAL -  libwebp: use-after-free in EmitFancyRGB() in dec/io_dec.c
CVE-2017-8872 - CRITICAL -  libxml2: Out-of-bounds read in htmlParseTryOrFinish
CVE-2019-11068 - CRITICAL -  libxslt: xsltCheckRead and xsltCheckWrite routines security bypass by crafted URL
CVE-2021-45046 - CRITICAL -  log4j-core: DoS in log4j 2.x with thread context message pattern and context lookup pattern (incomplete fix for CVE-2021-44228)
CVE-2021-44228 - CRITICAL -  log4j-core: Remote code execution in Log4j 2.x when logs contain an attacker-controlled string value
CVE-2022-23305 - CRITICAL -  log4j: SQL injection in Log4j 1.x when application is configured to use JDBCAppender
CVE-2019-17571 - CRITICAL -  log4j: deserialization of untrusted data in SocketServer
CVE-2021-3520 - CRITICAL -  lz4: memory corruption due to an integer overflow bug caused by memmove argument
CVE-2018-13347 - CRITICAL -  mercurial: Buffer underflow in mpatch.c:mpatch_apply()
CVE-2018-1000132 - CRITICAL -  mercurial: HTTP server permissions bypass
CVE-2017-17458 - CRITICAL -  mercurial: arbitrary command execution in mercurial repo with a git submodule
CVE-2019-20444 - CRITICAL -  netty: HTTP request smuggling
CVE-2020-12403 - CRITICAL -  nss: CHACHA20-POLY1305 decryption with undersized tag leads to out-of-bounds read
CVE-2019-17006 - CRITICAL -  nss: Check length of inputs for cryptographic primitives
CVE-2021-43527 - CRITICAL -  nss: Memory corruption in decodeECorDsaSignature with DSA signatures (and RSA-PSS)
CVE-2017-17480 - CRITICAL -  openjpeg: Stack-buffer overflow in the pgxtovolume function
CVE-2022-29155 - CRITICAL -  openldap: OpenLDAP SQL injection
CVE-2022-1292 - CRITICAL -  openssl: c_rehash script allows command injection
CVE-2017-1000487 - CRITICAL -  plexus-utils: Mishandled strings in Commandline class allow for command injection
CVE-2019-9631 - CRITICAL -  poppler: heap-based buffer over-read in function downsample_row_box_filter in CairoRescaleBox.cc
CVE-2015-20107 - CRITICAL -  python(mailcap): findmatch() function does not sanitise the second argument
CVE-2019-9636 - CRITICAL -  python: Information Disclosure due to urlsplit improper NFKC normalization
CVE-2021-3177 - CRITICAL -  python: Stack-based buffer overflow in PyCArg_repr in _ctypes/callproc.c
CVE-2019-9948 - CRITICAL -  python: Undocumented local_file protocol allows remote attackers to bypass protection mechanisms
CVE-2019-10160 - CRITICAL -  python: regression of CVE-2019-9636 due to functional fix to allow port numbers in netloc
CVE-2017-12424 - CRITICAL -  shadow-utils: Buffer overflow via newusers tool
CVE-2019-8457 - CRITICAL -  sqlite: heap out-of-bound read in function rtreenode()
CVE-2019-5953 - CRITICAL -  wget: do_conversion() heap-based buffer overflow vulnerability
CVE-2021-23926 - CRITICAL -  xmlbeans: allowed malicious XML input may lead to XML Entity Expansion attack
CVE-2021-20236 - CRITICAL -  zeromq: Stack overflow on server running PUB/XPUB socket
CVE-2019-13132 - CRITICAL -  zeromq: stack-overflow on any server protected by encryption/authentication
CVE-2017-15019 - HIGH -  CVE-2015-9099 CVE-2015-9100 CVE-2017-11720 CVE-2017-13712 CVE-2017-15018 CVE-2017-15019 CVE-2017-15045 CVE-2017-15046 CVE-2017-9410 CVE-2017-9411 CVE-2017-9412 CVE-2017-8419 lame: Multiple vulnerabilities
CVE-2018-20506 - HIGH -  CVE-2018-20346 CVE-2018-20505 CVE-2018-20506 sqlite: Multiple flaws in sqlite which can be triggered via corrupted internal databases (Magellan)
CVE-2018-20346 - HIGH -  CVE-2018-20505 CVE-2018-20506 sqlite: Multiple flaws in sqlite which can be triggered via corrupted internal databases (Magellan)
CVE-2022-27405 - HIGH -  FreeType: Segementation Fault
CVE-2022-27406 - HIGH -  Freetype: Segmentation violation
CVE-2019-9928 - HIGH -  GStreamer: heap-based buffer overflow in the RTSP connection parser via crafted server response leading to remote code execution
CVE-2017-12430 - HIGH -  GraphicsMagick, ImageMagick: Memory exhaustion in ReadMPCImage in coders/mpc.c
CVE-2019-9513 - HIGH -  HTTP/2: flood using PRIORITY frames results in excessive resource consumption
CVE-2019-9511 - HIGH -  HTTP/2: large amount of data requests leads to denial of service
CVE-2020-10531 - HIGH -  ICU: Integer overflow in UnicodeString::doAppend()
CVE-2021-20313 - HIGH -  ImageMagick: Cipher leak when the calculating signatures in TransformSignatureof MagickCore/signature.c
CVE-2017-15281 - HIGH -  ImageMagick: Conditional statement depends on unitialized value
CVE-2021-20312 - HIGH -  ImageMagick: Integer overflow in WriteTHUMBNAILImage of coders/thumbnail.c
CVE-2017-12429 - HIGH -  ImageMagick: Memory exhaustion in ReadMIFFImage in coders/miff.c
CVE-2017-12435 - HIGH -  ImageMagick: Memory exhaustion in ReadSUNImage function in coders/sun.c
CVE-2017-18209 - HIGH -  ImageMagick: NULL pointer dereference in GetOpenCLCachedFilesDirectory function in magick/opencl.c
CVE-2017-15015 - HIGH -  ImageMagick: NULL pointer dereference in PDFDelegateMessage
CVE-2017-15017 - HIGH -  ImageMagick: NULL pointer dereference in ReadOneMNGImage
CVE-2017-14739 - HIGH -  ImageMagick: NULL pointer dereference in the AcquireResampleFilterThreadSet function
CVE-2020-29599 - HIGH -  ImageMagick: Shell injection via PDF password could result in arbitrary code execution
CVE-2020-19667 - HIGH -  ImageMagick: Stack buffer overflow in XPM coder could result in a crash
CVE-2019-15140 - HIGH -  ImageMagick: Use after free in ReadMATImage in coders/mat.c
CVE-2019-13135 - HIGH -  ImageMagick: a "use of uninitialized value" vulnerability in the function ReadCUTImage leading to a crash and DoS
CVE-2018-8804 - HIGH -  ImageMagick: double free in WriteEPTImage function in coders/ept.c
CVE-2019-13297 - HIGH -  ImageMagick: heap-based buffer over-read at MagickCore/threshold.c in AdaptiveThresholdImage because a height of zero is mishandled
CVE-2019-13295 - HIGH -  ImageMagick: heap-based buffer over-read at MagickCore/threshold.c in AdaptiveThresholdImage because a width of zero is mishandled
CVE-2019-13391 - HIGH -  ImageMagick: heap-based buffer over-read in MagickCore/fourier.c
CVE-2019-10650 - HIGH -  ImageMagick: heap-based buffer over-read in WriteTIFFImage of coders/tiff.c leads to denial of service or information disclosure via crafted image file
CVE-2019-11598 - HIGH -  ImageMagick: heap-based buffer over-read in the function WritePNMImage of coders/pnm.c leading to DoS or information disclosure
CVE-2019-11597 - HIGH -  ImageMagick: heap-based buffer over-read in the function WriteTIFFImage of coders/tiff.c leading to DoS or information disclosure
CVE-2019-13300 - HIGH -  ImageMagick: heap-based buffer overflow at MagickCore/statistic.c in EvaluateImages because of mishandling columns
CVE-2019-13307 - HIGH -  ImageMagick: heap-based buffer overflow at MagickCore/statistic.c in EvaluateImages because of mishandling rows
