CVE-2022-27404 - CRITICAL -  FreeType: Buffer Overflow
CVE-2017-18211 - CRITICAL -  ImageMagick: NULL pointer dereference in saveBinaryCLProgram in magick/opencl.c
CVE-2017-14624 - CRITICAL -  ImageMagick: NULL pointer dereference in the PostscriptDelegateMessage function
CVE-2017-14532 - CRITICAL -  ImageMagick: NULL pointer dereference in the TIFFIgnoreTags function
CVE-2017-14626 - CRITICAL -  ImageMagick: NULL pointer dereference in the sixel_decode function
CVE-2017-14625 - CRITICAL -  ImageMagick: NULL pointer dereference in the sixel_output_create function
CVE-2020-7692 - CRITICAL -  google-oauth-client: missing PKCE support in accordance with the RFC for OAuth 2.0 for Native Apps can lead to improper authorization
CVE-2020-12268 - CRITICAL -  jbig2dec: heap-based buffer overflow in jbig2_image_compose in jbig2_image.c
CVE-2021-4048 - CRITICAL -  lapack: Out-of-bounds read in *larrv
CVE-2017-12652 - CRITICAL -  libpng: does not check length of chunks against user limit
CVE-2020-26154 - CRITICAL -  libproxy: sending more than 102400 bytes in PAC without a Content-Length present could result in buffer overflow
CVE-2019-9852 - CRITICAL -  libreoffice: Insufficient URL encoding flaw in allowed script location check
CVE-2019-9850 - CRITICAL -  libreoffice: Insufficient URL validation allowing LibreLogo script execution
CVE-2018-25011 - CRITICAL -  libwebp: heap-based buffer overflow in PutLE16()
CVE-2018-25013 - CRITICAL -  libwebp: out-of-bounds read in ShiftBytes()
CVE-2018-25009 - CRITICAL -  libwebp: out-of-bounds read in WebPMuxCreateInternal
CVE-2018-25012 - CRITICAL -  libwebp: out-of-bounds read in WebPMuxCreateInternal()
CVE-2018-25014 - CRITICAL -  libwebp: use of uninitialized value in ReadSymbol()
CVE-2018-13347 - CRITICAL -  mercurial: Buffer underflow in mpatch.c:mpatch_apply()
CVE-2022-1292 - CRITICAL -  openssl: c_rehash script allows command injection
CVE-2015-20107 - CRITICAL -  python(mailcap): findmatch() function does not sanitise the second argument
CVE-2019-5953 - CRITICAL -  wget: do_conversion() heap-based buffer overflow vulnerability
CVE-2019-13132 - CRITICAL -  zeromq: stack-overflow on any server protected by encryption/authentication
CVE-2022-27405 - HIGH -  FreeType: Segementation Fault
CVE-2022-27406 - HIGH -  Freetype: Segmentation violation
CVE-2019-9928 - HIGH -  GStreamer: heap-based buffer overflow in the RTSP connection parser via crafted server response leading to remote code execution
CVE-2017-12430 - HIGH -  GraphicsMagick, ImageMagick: Memory exhaustion in ReadMPCImage in coders/mpc.c
CVE-2017-15281 - HIGH -  ImageMagick: Conditional statement depends on unitialized value
CVE-2017-12429 - HIGH -  ImageMagick: Memory exhaustion in ReadMIFFImage in coders/miff.c
CVE-2017-12435 - HIGH -  ImageMagick: Memory exhaustion in ReadSUNImage function in coders/sun.c
CVE-2017-18209 - HIGH -  ImageMagick: NULL pointer dereference in GetOpenCLCachedFilesDirectory function in magick/opencl.c
CVE-2017-15015 - HIGH -  ImageMagick: NULL pointer dereference in PDFDelegateMessage
CVE-2017-15017 - HIGH -  ImageMagick: NULL pointer dereference in ReadOneMNGImage
CVE-2017-14739 - HIGH -  ImageMagick: NULL pointer dereference in the AcquireResampleFilterThreadSet function
CVE-2019-13135 - HIGH -  ImageMagick: a "use of uninitialized value" vulnerability in the function ReadCUTImage leading to a crash and DoS
CVE-2019-13297 - HIGH -  ImageMagick: heap-based buffer over-read at MagickCore/threshold.c in AdaptiveThresholdImage because a height of zero is mishandled
CVE-2019-13295 - HIGH -  ImageMagick: heap-based buffer over-read at MagickCore/threshold.c in AdaptiveThresholdImage because a width of zero is mishandled
CVE-2019-13300 - HIGH -  ImageMagick: heap-based buffer overflow at MagickCore/statistic.c in EvaluateImages because of mishandling columns
CVE-2019-13307 - HIGH -  ImageMagick: heap-based buffer overflow at MagickCore/statistic.c in EvaluateImages because of mishandling rows
CVE-2019-13308 - HIGH -  ImageMagick: heap-based buffer overflow in MagickCore/fourier.c in ComplexImage
CVE-2022-28463 - HIGH -  ImageMagick: heap-buffer-overflow in PushLongPixel() of quantum-private.h
CVE-2019-13304 - HIGH -  ImageMagick: stack-based buffer overflow at coders/pnm.c in WritePNMImage because of a misplaced assignment
CVE-2019-13305 - HIGH -  ImageMagick: stack-based buffer overflow at coders/pnm.c in WritePNMImage because of a misplaced strncpy and an off-by-one error
CVE-2019-13306 - HIGH -  ImageMagick: stack-based buffer overflow at coders/pnm.c in WritePNMImage because of off-by-one errors
CVE-2022-21476 - HIGH -  OpenJDK: Defective secure validation in Apache Santuario (Libraries, 8278008)
CVE-2019-2698 - HIGH -  OpenJDK: Font layout engine out of bounds access setCurrGlyphID() (2D, 8219022)
CVE-2019-2602 - HIGH -  OpenJDK: Slow conversion of BigDecimal to long (Libraries, 8211936)
CVE-2017-2888 - HIGH -  SDL: Integer overflow while creating a new RGB surface
CVE-2020-35492 - HIGH -  cairo: libreoffice slideshow aborts with stack smashing in cairo's composite_boxes
CVE-2020-3898 - HIGH -  cups: heap based buffer overflow in libcups's ppdFindOption() in ppd-mark.c
CVE-2019-8696 - HIGH -  cups: stack-buffer-overflow in libcups's asn1_get_packed function
CVE-2020-35512 - HIGH -  dbus: users with the same numeric UID could lead to use-after-free and undefined behaviour
CVE-2022-1304 - HIGH -  e2fsprogs: out-of-bounds read/write via crafted filesystem
CVE-2021-29457 - HIGH -  exiv2: Heap-based buffer overflow in Exiv2::Jp2Image::doWriteMetadata
CVE-2022-25308 - HIGH -  fribidi: Stack based buffer overflow
CVE-2019-14869 - HIGH -  ghostscript: -dSAFER escape in .charkeys (701841)
CVE-2019-25059 - HIGH -  ghostscript: Mishandling of .completefont (incomplete fix for CVE-2019-3839)
CVE-2020-23922 - HIGH -  giflib: out-of-bounds read in DumpScreen2RGB() in gif2rgb.c in gif2rgb tool
CVE-2022-28506 - HIGH -  giflib:Buffer overflow in function DumpScreen2RGB()
CVE-2021-27218 - HIGH -  glib: integer overflow in g_byte_array_new_take function when called with a buffer of 4GB or more on a 64-bit platform
CVE-2021-3999 - HIGH -  glibc: Off-by-one buffer overflow/underflow in getcwd()
CVE-2019-3829 - HIGH -  gnutls: use-after-free/double-free in certificate verification
CVE-2022-1271 - HIGH -  gzip: arbitrary-file-write vulnerability
CVE-2020-25638 - HIGH -  hibernate-core: SQL injection vulnerability when both hibernate.use_sql_comments and JPQL String literals are used
CVE-2019-12977 - HIGH -  imagemagick: use of uninitialised value in function WriteJP2Image in coders/jp2.c
CVE-2019-12978 - HIGH -  imagemagick: use of uninitialized value in function ReadPANGOImage in coders/pango.c
CVE-2019-12979 - HIGH -  imagemagick: use of uninitialized value in functionSyncImageSettings in MagickCore/image.c
CVE-2017-16612 - HIGH -  libXcursor: file.c: heap-based buffer overflow when reading/creating images
CVE-2020-13790 - HIGH -  libjpeg-turbo: heap-based buffer over-read in get_rgb_row() in rdppm.c
CVE-2020-14152 - HIGH -  libjpeg: improper handling of max_memory_to_use setting can lead to excessive memory consumption
CVE-2021-25633 - HIGH -  libreoffice: Content Manipulation with Double Certificate Attack
CVE-2021-25636 - HIGH -  libreoffice: Incorrect trust validation of signature with ambiguous KeyInfo children
CVE-2019-9854 - HIGH -  libreoffice: Unsafe URL assembly flaw in allowed script location check
CVE-2017-11464 - HIGH -  librsvg: SIGFPE is raised in box_blur_line function of rsvg-filter.c
CVE-2021-4156 - HIGH -  libsndfile: heap out-of-bounds read in src/flac.c in flac_buffer_copy
CVE-2020-35524 - HIGH -  libtiff: Heap-based buffer overflow in TIFF2PDF tool
CVE-2020-35523 - HIGH -  libtiff: Integer overflow in tif_getimage.c
CVE-2019-17546 - HIGH -  libtiff: integer overflow leading to heap-based buffer overflow in tif_getimage.c
CVE-2019-9232 - HIGH -  libvpx: Out of bounds read in vp8_norm table
CVE-2017-16932 - HIGH -  libxml2: Infinite recursion in parameter entities
CVE-2022-23308 - HIGH -  libxml2: Use-after-free of ID and IDREF attributes
CVE-2018-13348 - HIGH -  mercurial: Improper length check in mpatch.c
CVE-2018-13346 - HIGH -  mercurial: Missing check for fragment start position in mpatch.c:mpatch_apply()
CVE-2022-29458 - HIGH -  ncurses: segfaulting OOB read
CVE-2019-17007 - HIGH -  nss: Handling of Netscape Certificate Sequences in CERT_DecodeCertPackage() may crash with a NULL deref leading to DoS
CVE-2019-11745 - HIGH -  nss: Out-of-bounds write when passing an output buffer smaller than the block size to NSC_EncryptUpdate
CVE-2019-14493 - HIGH -  opencv: NULL pointer dereference in function cv::XMLParser::parse() in persistence_xml.cpp leading to DoS
CVE-2019-14491 - HIGH -  opencv: out-of-bounds read in function cv::predictOrdered<cv::HaarEvaluator> in modules/objdetect/src/cascadedetect.hpp leads to dos
CVE-2018-14423 - HIGH -  openjpeg2: Division-by-zero vulnerabilities in lib/openjp3d/pi.c
CVE-2021-3575 - HIGH -  openjpeg: heap-buffer-overflow in color.c may lead to DoS or arbitrary code execution
CVE-2019-12293 - HIGH -  poppler: heap-based buffer over-read in JPXStream::init in JPEG2000Stream.cc
CVE-2018-21009 - HIGH -  poppler: integer overflow in Parser::makeStream in Parser.cc
CVE-2017-18640 - HIGH -  snakeyaml: Billion laughs attack via alias feature
CVE-2018-8740 - HIGH -  sqlite: NULL pointer dereference with databases with schema corrupted with CREATE TABLE AS allows for denial of service
CVE-2019-9936 - HIGH -  sqlite: heap-based buffer over-read in function fts5HashEntrySort in sqlite3.c
CVE-2019-9937 - HIGH -  sqlite: null-pointer dereference in function fts5ChunkIterate in sqlite3.c
CVE-2019-0203 - HIGH -  subversion: NULL pointer dereference in svnserve leading to an unauthenticated remote DoS
CVE-2021-39139 - HIGH -  xstream: Arbitrary code execution via unsafe deserialization of Xalan xsltc.trax.TemplatesImpl
CVE-2021-39149 - HIGH -  xstream: Arbitrary code execution via unsafe deserialization of com.sun.corba.*
CVE-2021-39145 - HIGH -  xstream: Arbitrary code execution via unsafe deserialization of com.sun.jndi.ldap.LdapBindingEnumeration
CVE-2021-39146 - HIGH -  xstream: Arbitrary code execution via unsafe deserialization of javax.swing.UIDefaults$ProxyLazyValue
CVE-2008-3134 - LOW -  GraphicsMagick/ImageMagick: multiple crash or DoS issues
CVE-2017-12670 - LOW -  ImageMagick: Assertion failure in the function DestroyImage
CVE-2017-14137 - LOW -  ImageMagick: Excessive memory allocation in ReadWEBPImage function in coders/webp.c
CVE-2017-6502 - LOW -  ImageMagick: File descriptor leak in libmagickcore
CVE-2017-14531 - LOW -  ImageMagick: Memory exhaustion in the ReadSUNImage function
CVE-2017-13131 - LOW -  ImageMagick: Memory leak in ReadMIFFImage function in coders/miff.c
CVE-2017-15218 - LOW -  ImageMagick: Memory leak in ReadOneJNGImage
CVE-2017-12433 - LOW -  ImageMagick: Memory leak in ReadPESImage function in coders/pes.c
CVE-2017-12654 - LOW -  ImageMagick: Memory leak in ReadPICTImage function in coders/pict.c
CVE-2017-15217 - LOW -  ImageMagick: Memory leak in ReadSGIImage
CVE-2017-15032 - LOW -  ImageMagick: Memory leak in ReadYCBCRImage
CVE-2018-10805 - LOW -  ImageMagick: Memory leak in ReadYCBCRImage
CVE-2017-15033 - LOW -  ImageMagick: Memory leak in ReadYUVImage
CVE-2018-10804 - LOW -  ImageMagick: Memory leak in WriteTIFFImage
CVE-2017-17882 - LOW -  ImageMagick: Memory leak in function ReadXPMImage in coders/xpm.c
CVE-2017-13060 - LOW -  ImageMagick: Memory leak in the ReadMATImage function
CVE-2017-13146 - LOW -  ImageMagick: Memory leak in the ReadMATImage function in coders/mat.c.
CVE-2019-7396 - LOW -  ImageMagick: Memory leak in the ReadSIXELImage function in coders/sixel.c
CVE-2019-7398 - LOW -  ImageMagick: Memory leak in the WriteDIBImage function in coders/dib.c
CVE-2017-13059 - LOW -  ImageMagick: Memory leak in the WriteOneJNGImage function
CVE-2017-13058 - LOW -  ImageMagick: Memory leak in the WritePCXImage function
CVE-2019-7397 - LOW -  ImageMagick: Memory leak in the WritePDFImage function in coders/pdf.c
CVE-2019-7395 - LOW -  ImageMagick: Memory leak in the WritePSDChannel function in coders/psd.c
CVE-2017-13062 - LOW -  ImageMagick: Memory leak in the formatIPTC function
CVE-2017-12675 - LOW -  ImageMagick: Memory leak in the function ReadImage
CVE-2017-12564 - LOW -  ImageMagick: Memory leak in the function ReadMATImage
CVE-2017-12672 - LOW -  ImageMagick: Memory leak in the function ReadMATImage
CVE-2017-12566 - LOW -  ImageMagick: Memory leak in the function ReadMVGImage
CVE-2017-12565 - LOW -  ImageMagick: Memory leak in the function ReadOneJNGImage
CVE-2017-12676 - LOW -  ImageMagick: Memory leak in the function ReadOneJNGImage
CVE-2017-12673 - LOW -  ImageMagick: Memory leak in the function ReadOneMNGImage
CVE-2017-15016 - LOW -  ImageMagick: NULL pointer dereference in ReadEnhMetaFile
CVE-2019-13137 - LOW -  ImageMagick: a memory leak vulnerability in the function ReadPSImage in coders/ps.c
CVE-2017-18028 - LOW -  ImageMagick: memory exhaustion in the function ReadTIFFImage in coders/tiff.c
CVE-2018-14434 - LOW -  ImageMagick: memory leak for a colormap in WriteMPCImage in coders/mpc.c
CVE-2018-14435 - LOW -  ImageMagick: memory leak in DecodeImage in coders/pcd.c
CVE-2019-16711 - LOW -  ImageMagick: memory leak in Huffman2DEncodeImage in coders/ps2.c
CVE-2019-16712 - LOW -  ImageMagick: memory leak in Huffman2DEncodeImage in coders/ps3.c
CVE-2018-14436 - LOW -  ImageMagick: memory leak in ReadMIFFImage in coders/miff.c
CVE-2018-16640 - LOW -  ImageMagick: memory leak in ReadOneJNGImage function in coders/png.c
CVE-2017-18251 - LOW -  ImageMagick: memory leak in ReadPCDImage function in coders/pcd.c
CVE-2017-18254 - LOW -  ImageMagick: memory leak in WriteGIFImage function in coders/gif.c
CVE-2018-18544 - LOW -  ImageMagick: memory leak in WriteMSLImage of coders/msl.c
CVE-2018-18016 - LOW -  ImageMagick: memory leak in WritePCXImage in coders/pcx.c
CVE-2019-16710 - LOW -  ImageMagick: memory leak in coders/dot.c
CVE-2019-16713 - LOW -  ImageMagick: memory leak in coders/dot.c
CVE-2019-16709 - LOW -  ImageMagick: memory leak in coders/dps.c
CVE-2018-5358 - LOW -  ImageMagick: memory leak in coders/json.c:EncodeImageAttributes could cause crash
CVE-2017-17884 - LOW -  ImageMagick: memory leak in function WriteOnePNGImage in coders/png.c
CVE-2019-16708 - LOW -  ImageMagick: memory leak in magick/xwindow.c
CVE-2018-14437 - LOW -  ImageMagick: memory leak in parse8BIM in coders/meta.c
CVE-2018-13153 - LOW -  ImageMagick: memory leak in the XMagickCommand function in MagickCore/animate.c
CVE-2017-17887 - LOW -  ImageMagick: memory leak in the function GetImagePixelCache
CVE-2017-18029 - LOW -  ImageMagick: memory leak in the function ReadMATImage in coders/mat.c
CVE-2017-17883 - LOW -  ImageMagick: memory leak in the function ReadPGXImage in coders/pgx.c
CVE-2017-17885 - LOW -  ImageMagick: memory leak in the function ReadPICTImage in coders/pict.c
CVE-2017-17886 - LOW -  ImageMagick: memory leak in the function ReadPSDChannelZip in coders/psd.c
CVE-2017-17881 - LOW -  ImageMagick: memory leak vulnerability in the function ReadMATImage in coders/mat.c
CVE-2017-18027 - LOW -  ImageMagick: memory leak vulnerability in the function ReadMATImage in coders/mat.c
CVE-2019-13311 - LOW -  ImageMagick: memory leaks at AcquireMagickMemory because of a wand/mogrify.c error
