CVE-2022-27404 - CRITICAL -  FreeType: Buffer Overflow
CVE-2017-14624 - CRITICAL -  ImageMagick: NULL pointer dereference in the PostscriptDelegateMessage function
CVE-2017-14532 - CRITICAL -  ImageMagick: NULL pointer dereference in the TIFFIgnoreTags function
CVE-2017-14626 - CRITICAL -  ImageMagick: NULL pointer dereference in the sixel_decode function
CVE-2017-14625 - CRITICAL -  ImageMagick: NULL pointer dereference in the sixel_output_create function
CVE-2017-13139 - CRITICAL -  ImageMagick: Out of bounds read in ReadOneMNGImage function in coders/png.c
CVE-2017-7226 - CRITICAL -  binutils: Heap-based buffer over-read in pe_ILF_object_p function in libbfd
CVE-2017-6969 - CRITICAL -  binutils: Heap-based buffer over-read in readelf when processing corrupt RL78 binaries
CVE-2018-1000007 - CRITICAL -  curl: HTTP authentication leak in redirects
CVE-2016-7167 - CRITICAL -  curl: escape and unescape integer overflows
CVE-2015-9290 - CRITICAL -  freetype: buffer over-read in function T1_Get_Private_Dict in type1/t1parse.c
CVE-2016-6912 - CRITICAL -  gd, php: Double free in gdImageWebpPtr()
CVE-2019-6978 - CRITICAL -  gd: Double free in the gdImage*Ptr in gd_gif_out.c, gd_jpeg.c, and gd_wbmp.c
CVE-2017-5337 - CRITICAL -  gnutls: Heap read overflow in read-packet.c
CVE-2017-5336 - CRITICAL -  gnutls: Stack overflow in cdk_pk_get_keyid
CVE-2017-7774 - CRITICAL -  graphite2: out of bounds read "graphite2::Silf::readGraphite"
CVE-2019-15292 - CRITICAL -  kernel: Use-after-free in atalk_proc_exit function in net/appletalk
CVE-2016-10764 - CRITICAL -  kernel: off by one in function cqspi_setup_flash() in drivers/mtd/spi-nor/cadence-quadspi.c
CVE-2021-39713 - CRITICAL -  kernel: race condition in the network scheduling subsystem could lead to an use-after-free
CVE-2020-13112 - CRITICAL -  libexif: several buffer over-reads in EXIF MakerNote handling can lead to information disclosure and DoS
CVE-2016-9538 - CRITICAL -  libtiff: Integer overflow leads to reading undefined buffer in readContigStripsIntoBuffer()
CVE-2016-6223 - CRITICAL -  libtiff: Out-of-bounds read on memory-mapped files in TIFFReadRawStrip1() and TIFFReadRawTile1()
CVE-2016-9537 - CRITICAL -  libtiff: Out-of-bounds write vulnerabilities in tools/tiffcrop.c
CVE-2016-9533 - CRITICAL -  libtiff: PixarLog horizontalDifference heap-buffer-overflow
CVE-2016-9534 - CRITICAL -  libtiff: TIFFFlushData1 heap-buffer-overflow
CVE-2016-9540 - CRITICAL -  libtiff: cpStripToTile heap-buffer-overflow
CVE-2016-9536 - CRITICAL -  libtiff: t2p_process_jpeg_strip heap-buffer-overflow
CVE-2018-25011 - CRITICAL -  libwebp: heap-based buffer overflow in PutLE16()
CVE-2018-25013 - CRITICAL -  libwebp: out-of-bounds read in ShiftBytes()
CVE-2018-25009 - CRITICAL -  libwebp: out-of-bounds read in WebPMuxCreateInternal
CVE-2018-25012 - CRITICAL -  libwebp: out-of-bounds read in WebPMuxCreateInternal()
CVE-2018-25014 - CRITICAL -  libwebp: use of uninitialized value in ReadSymbol()
CVE-2017-16931 - CRITICAL -  libxml2: Mishandling parameter-entity references
CVE-2017-7375 - CRITICAL -  libxml2: Missing validation for external entities in xmlParsePEReference
CVE-2018-13347 - CRITICAL -  mercurial: Buffer underflow in mpatch.c:mpatch_apply()
CVE-2021-22930 - CRITICAL -  nodejs: Use-after-free on close http2 on stream canceling
CVE-2022-1292 - CRITICAL -  openssl: c_rehash script allows command injection
CVE-2017-10788 - CRITICAL -  perl-DBD-MySQL: Use-after-free when calling mysql_stmt_error() after mysql_stmt_close()
CVE-2015-5297 - CRITICAL -  pixman: general_composite_rect() integer overflow
CVE-2015-20107 - CRITICAL -  python(mailcap): findmatch() function does not sanitise the second argument
CVE-2019-5953 - CRITICAL -  wget: do_conversion() heap-based buffer overflow vulnerability
GHSA-gx8x-g87m-h5q6 - HIGH -  Denial of Service (DoS) in Nokogiri on JRuby
CVE-2022-27405 - HIGH -  FreeType: Segementation Fault
CVE-2022-27406 - HIGH -  Freetype: Segmentation violation
CVE-2017-12430 - HIGH -  GraphicsMagick, ImageMagick: Memory exhaustion in ReadMPCImage in coders/mpc.c
CVE-2017-15281 - HIGH -  ImageMagick: Conditional statement depends on unitialized value
CVE-2017-14682 - HIGH -  ImageMagick: Heap buffer overflow in the GetNextToken function
CVE-2017-17879 - HIGH -  ImageMagick: Heap-based buffer over-read in ReadOneMNGImage function in coders/png.c
CVE-2017-14224 - HIGH -  ImageMagick: Heap-based buffer overflow in the WritePCXImage function
CVE-2017-7619 - HIGH -  ImageMagick: Infinite loop due to a floating-point rounding error in some of the color algorithms
CVE-2017-16546 - HIGH -  ImageMagick: Invalid memory allocation in the ReadWPGImage function
CVE-2017-12429 - HIGH -  ImageMagick: Memory exhaustion in ReadMIFFImage in coders/miff.c
CVE-2017-12435 - HIGH -  ImageMagick: Memory exhaustion in ReadSUNImage function in coders/sun.c
CVE-2017-15015 - HIGH -  ImageMagick: NULL pointer dereference in PDFDelegateMessage
CVE-2017-15017 - HIGH -  ImageMagick: NULL pointer dereference in ReadOneMNGImage
CVE-2017-14739 - HIGH -  ImageMagick: NULL pointer dereference in the AcquireResampleFilterThreadSet function
CVE-2016-8707 - HIGH -  ImageMagick: OOB write in convert utility when deflating TIFF files
CVE-2017-14607 - HIGH -  ImageMagick: Out-of-bounds read in ReadTIFFImage in coders/tiff.c
CVE-2017-11188 - HIGH -  ImageMagick: Resource exhaustion in ReadDPXImage function in coders\dpx.c
CVE-2017-11450 - HIGH -  ImageMagick: Too short JPEG data causes denial of service in coders/jpeg.c
CVE-2019-13135 - HIGH -  ImageMagick: a "use of uninitialized value" vulnerability in the function ReadCUTImage leading to a crash and DoS
CVE-2017-11449 - HIGH -  ImageMagick: coders/mpc.c don't validade blob sizes of mpc images received from stdin
CVE-2019-13297 - HIGH -  ImageMagick: heap-based buffer over-read at MagickCore/threshold.c in AdaptiveThresholdImage because a height of zero is mishandled
CVE-2019-13295 - HIGH -  ImageMagick: heap-based buffer over-read at MagickCore/threshold.c in AdaptiveThresholdImage because a width of zero is mishandled
CVE-2019-13300 - HIGH -  ImageMagick: heap-based buffer overflow at MagickCore/statistic.c in EvaluateImages because of mishandling columns
CVE-2019-13307 - HIGH -  ImageMagick: heap-based buffer overflow at MagickCore/statistic.c in EvaluateImages because of mishandling rows
CVE-2022-28463 - HIGH -  ImageMagick: heap-buffer-overflow in PushLongPixel() of quantum-private.h
CVE-2022-1114 - HIGH -  ImageMagick: heap-use-after-free in RelinquishDCMInfo of dcm.c
CVE-2019-13304 - HIGH -  ImageMagick: stack-based buffer overflow at coders/pnm.c in WritePNMImage because of a misplaced assignment
CVE-2019-13305 - HIGH -  ImageMagick: stack-based buffer overflow at coders/pnm.c in WritePNMImage because of a misplaced strncpy and an off-by-one error
CVE-2019-13306 - HIGH -  ImageMagick: stack-based buffer overflow at coders/pnm.c in WritePNMImage because of off-by-one errors
GHSA-cgx6-hpwq-fhv5 - HIGH -  Integer Overflow or Wraparound in libxml2 affects Nokogiri
CVE-2022-1353 - HIGH -  Kernel: A kernel-info-leak issue in pfkey_register
CVE-2017-7518 - HIGH -  Kernel: KVM: debug exception via syscall emulation
CVE-2017-12154 - HIGH -  Kernel: kvm: nVMX: L2 guest could access hardware(L0) CR8 register
CVE-2021-23169 - HIGH -  OpenEXR: Heap-buffer-overflow in Imf_2_5::copyIntoFrameBuffer
CVE-2017-9115 - HIGH -  OpenEXR: Out-of-bounds write in the = operator function
CVE-2017-9111 - HIGH -  OpenEXR: Out-of-bounds write in the storeSSE function
GHSA-v6gp-9mmm-c6p5 - HIGH -  Out-of-bounds Write in zlib affects Nokogiri
GHSA-7rrm-v45f-jp64 - HIGH -  Update packaged dependency libxml2 from 2.9.10 to 2.9.12
GHSA-fq42-c5rg-92c2 - HIGH -  Vulnerable dependencies in Nokogiri
CVE-2018-16476 - HIGH -  activejob: Information Exposure through deserialization using GlobalId
CVE-2017-12454 - HIGH -  binutils: Arbitrary memory read in _bfd_vms_slurp_egs function
CVE-2017-7223 - HIGH -  binutils: Global buffer overflow when attempting to unget EOF character
CVE-2017-12799 - HIGH -  binutils: Heap-based 1 byte buffer over-write in elf_read_notes function in bfd/elf.c
CVE-2017-7227 - HIGH -  binutils: Heap-based buffer overflow in ld due to missing null termination
CVE-2017-7300 - HIGH -  binutils: Heap-buffer overflow in aout_link_add_symbols function
CVE-2017-14333 - HIGH -  binutils: Insuficient input validation in process_version_sections function in readelf.c
CVE-2017-12457 - HIGH -  binutils: NULL pointer dereference in bfd_make_section_with_flags function
CVE-2017-8394 - HIGH -  binutils: NULL pointer dereference in the _bfd_elf_large_com_section
CVE-2017-13710 - HIGH -  binutils: NULL pointer dereference in the setup_group function
CVE-2017-7225 - HIGH -  binutils: Null pointer dereference and invalid write in find_nearest_line function in addr2line
CVE-2017-7301 - HIGH -  binutils: Off-by-one error in aout_link_add_symbols function
