CVE-2022-27404 - CRITICAL -  FreeType: Buffer Overflow
CVE-2018-25011 - CRITICAL -  libwebp: heap-based buffer overflow in PutLE16()
CVE-2018-25013 - CRITICAL -  libwebp: out-of-bounds read in ShiftBytes()
CVE-2018-25009 - CRITICAL -  libwebp: out-of-bounds read in WebPMuxCreateInternal
CVE-2018-25012 - CRITICAL -  libwebp: out-of-bounds read in WebPMuxCreateInternal()
CVE-2018-25014 - CRITICAL -  libwebp: use of uninitialized value in ReadSymbol()
CVE-2021-22930 - CRITICAL -  nodejs: Use-after-free on close http2 on stream canceling
CVE-2022-1292 - CRITICAL -  openssl: c_rehash script allows command injection
CVE-2015-20107 - CRITICAL -  python(mailcap): findmatch() function does not sanitise the second argument
CVE-2022-22817 - CRITICAL -  python-pillow: PIL.ImageMath.eval allows evaluation of arbitrary expressions
CVE-2020-5312 - CRITICAL -  python-pillow: improperly restricted operations on memory buffer in libImaging/PcxDecode.c
CVE-2022-24303 - CRITICAL -  python-pillow: temporary directory with a space character allows removal of unrelated file after im.show() and related actions
CVE-2018-20060 - CRITICAL -  python-urllib3: Cross-host redirect does not remove Authorization header allow for credential exposure
CVE-2022-27405 - HIGH -  FreeType: Segementation Fault
CVE-2022-27406 - HIGH -  Freetype: Segmentation violation
CVE-2020-8620 - HIGH -  bind: A specially crafted large TCP payload can trigger an assertion failure in tcpdns.c
CVE-2020-8621 - HIGH -  bind: Attempting QNAME minimization after forwarding can lead to an assertion failure in resolver.c
CVE-2020-8616 - HIGH -  bind: BIND does not sufficiently limit the number of fetches performed when processing referrals
CVE-2020-8625 - HIGH -  bind: Buffer overflow in the SPNEGO implementation affecting GSSAPI security policy negotiation
CVE-2021-25220 - HIGH -  bind: DNS forwarders - cache poisoning vulnerability
CVE-2022-1183 - HIGH -  bind: Destroying a TLS session early causes assertion failure
CVE-2022-0635 - HIGH -  bind: Lookups involving a DNAME could trigger an assertion failure when 'synth-from-dnssec' was enabled (which is the default)
CVE-2022-0667 - HIGH -  bind: When chasing DS records, a timed-out or artificially delayed fetch could cause 'named' to crash while resuming a DS lookup
CVE-2020-8623 - HIGH -  bind: remotely triggerable assertion failure in pk11.c
CVE-2020-35492 - HIGH -  cairo: libreoffice slideshow aborts with stack smashing in cairo's composite_boxes
CVE-2020-14382 - HIGH -  cryptsetup: Out-of-bounds write when validating segments
CVE-2016-8625 - HIGH -  curl: IDNA 2003 makes curl use wrong host
CVE-2019-6470 - HIGH -  dhcp: double-deletion of the released addresses in the dhcpv6 code leading to crash and possible DoS
CVE-2022-1304 - HIGH -  e2fsprogs: out-of-bounds read/write via crafted filesystem
CVE-2018-14553 - HIGH -  gd: NULL pointer dereference in gdImageClone
CVE-2021-27218 - HIGH -  glib: integer overflow in g_byte_array_new_take function when called with a buffer of 4GB or more on a 64-bit platform
CVE-2021-3999 - HIGH -  glibc: Off-by-one buffer overflow/underflow in getcwd()
CVE-2020-29573 - HIGH -  glibc: stack-based buffer overflow if the input to any of the printf family of functions is an 80-bit long double with a non-canonical bit pattern
CVE-2020-18032 - HIGH -  graphviz: off-by-one in parse_reclbl() in lib/common/shapes.c
