CVE-2022-27404 - CRITICAL -  FreeType: Buffer Overflow
CVE-2018-3183 - CRITICAL -  OpenJDK: Unrestricted access to scripting engine (Scripting, 8202936)
CVE-2018-1000007 - CRITICAL -  curl: HTTP authentication leak in redirects
CVE-2018-1000005 - CRITICAL -  curl: Out-of-bounds read in code handling HTTP/2 trailers
CVE-2017-12652 - CRITICAL -  libpng: does not check length of chunks against user limit
CVE-2020-26154 - CRITICAL -  libproxy: sending more than 102400 bytes in PAC without a Content-Length present could result in buffer overflow
CVE-2018-12910 - CRITICAL -  libsoup: Crash in soup_cookie_jar.c:get_cookies() on empty hostnames
CVE-2017-14632 - CRITICAL -  libvorbis: Invalid freeing of uninitialized memory in the function vorbis_analysis_headerout()
CVE-2018-13347 - CRITICAL -  mercurial: Buffer underflow in mpatch.c:mpatch_apply()
CVE-2022-1292 - CRITICAL -  openssl: c_rehash script allows command injection
CVE-2015-20107 - CRITICAL -  python(mailcap): findmatch() function does not sanitise the second argument
CVE-2019-5953 - CRITICAL -  wget: do_conversion() heap-based buffer overflow vulnerability
CVE-2022-27405 - HIGH -  FreeType: Segementation Fault
CVE-2022-27406 - HIGH -  Freetype: Segmentation violation
CVE-2022-21476 - HIGH -  OpenJDK: Defective secure validation in Apache Santuario (Libraries, 8278008)
CVE-2019-2698 - HIGH -  OpenJDK: Font layout engine out of bounds access setCurrGlyphID() (2D, 8219022)
CVE-2018-3169 - HIGH -  OpenJDK: Improper field access checks (Hotspot, 8199226)
CVE-2019-2602 - HIGH -  OpenJDK: Slow conversion of BigDecimal to long (Libraries, 8211936)
CVE-2020-35492 - HIGH -  cairo: libreoffice slideshow aborts with stack smashing in cairo's composite_boxes
CVE-2018-6553 - HIGH -  cups: AppArmor cupsd Sandbox Bypass Due to Use of Hard Links
CVE-2017-18190 - HIGH -  cups: DNS rebinding attacks via incorrect whitelist
CVE-2018-4180 - HIGH -  cups: Local privilege escalation to root due to insecure environment variable handling
CVE-2020-3898 - HIGH -  cups: heap based buffer overflow in libcups's ppdFindOption() in ppd-mark.c
CVE-2019-8696 - HIGH -  cups: stack-buffer-overflow in libcups's asn1_get_packed function
CVE-2020-35512 - HIGH -  dbus: users with the same numeric UID could lead to use-after-free and undefined behaviour
CVE-2022-1304 - HIGH -  e2fsprogs: out-of-bounds read/write via crafted filesystem
CVE-2020-23922 - HIGH -  giflib: out-of-bounds read in DumpScreen2RGB() in gif2rgb.c in gif2rgb tool
CVE-2022-28506 - HIGH -  giflib:Buffer overflow in function DumpScreen2RGB()
CVE-2021-27218 - HIGH -  glib: integer overflow in g_byte_array_new_take function when called with a buffer of 4GB or more on a 64-bit platform
CVE-2019-3829 - HIGH -  gnutls: use-after-free/double-free in certificate verification
CVE-2017-16612 - HIGH -  libXcursor: file.c: heap-based buffer overflow when reading/creating images
CVE-2020-13790 - HIGH -  libjpeg-turbo: heap-based buffer over-read in get_rgb_row() in rdppm.c
CVE-2020-14152 - HIGH -  libjpeg: improper handling of max_memory_to_use setting can lead to excessive memory consumption
CVE-2017-11464 - HIGH -  librsvg: SIGFPE is raised in box_blur_line function of rsvg-filter.c
CVE-2021-4156 - HIGH -  libsndfile: heap out-of-bounds read in src/flac.c in flac_buffer_copy
CVE-2018-6003 - HIGH -  libtasn1: Stack exhaustion due to indefinite recursion during BER decoding
CVE-2020-35524 - HIGH -  libtiff: Heap-based buffer overflow in TIFF2PDF tool
CVE-2020-35523 - HIGH -  libtiff: Integer overflow in tif_getimage.c
CVE-2017-12944 - HIGH -  libtiff: Mishandled memory allocation for short files in the TIFFReadDirEntryArray function
CVE-2019-17546 - HIGH -  libtiff: integer overflow leading to heap-based buffer overflow in tif_getimage.c
CVE-2017-16932 - HIGH -  libxml2: Infinite recursion in parameter entities
CVE-2022-23308 - HIGH -  libxml2: Use-after-free of ID and IDREF attributes
CVE-2018-13348 - HIGH -  mercurial: Improper length check in mpatch.c
CVE-2018-13346 - HIGH -  mercurial: Missing check for fragment start position in mpatch.c:mpatch_apply()
CVE-2022-29458 - HIGH -  ncurses: segfaulting OOB read
CVE-2019-17007 - HIGH -  nss: Handling of Netscape Certificate Sequences in CERT_DecodeCertPackage() may crash with a NULL deref leading to DoS
CVE-2019-11745 - HIGH -  nss: Out-of-bounds write when passing an output buffer smaller than the block size to NSC_EncryptUpdate
CVE-2017-7805 - HIGH -  nss: Potential use-after-free in TLS 1.2 server when verifying client authentication
