CVE-2022-27404 - CRITICAL -  FreeType: Buffer Overflow
CVE-2019-12900 - CRITICAL -  bzip2: out-of-bounds write in function BZ2_decompress
CVE-2019-3822 - CRITICAL -  curl: NTLMv2 type-3 header stack buffer overflow
CVE-2019-5481 - CRITICAL -  curl: double free due to subsequent call of realloc()
CVE-2019-5482 - CRITICAL -  curl: heap buffer overflow in function tftp_receive_packet()
CVE-2022-22822 - CRITICAL -  expat: Integer overflow in addBinding in xmlparse.c
CVE-2022-22823 - CRITICAL -  expat: Integer overflow in build_model in xmlparse.c
CVE-2022-22824 - CRITICAL -  expat: Integer overflow in defineAttribute in xmlparse.c
CVE-2022-23852 - CRITICAL -  expat: Integer overflow in function XML_GetBuffer
CVE-2022-25315 - CRITICAL -  expat: Integer overflow in storeRawNames()
CVE-2022-25235 - CRITICAL -  expat: Malformed 2- and 3-byte UTF-8 sequences can lead to arbitrary code execution
CVE-2022-25236 - CRITICAL -  expat: Namespace-separator characters in "xmlns[:prefix]" attribute values can lead to arbitrary code execution
CVE-2022-23990 - CRITICAL -  expat: integer overflow in the doProlog function
CVE-2019-18218 - CRITICAL -  file: heap-based buffer overflow in cdf_read_property_info in cdf.c
CVE-2019-12450 - CRITICAL -  glib2: file_copy_fallback in gio/gfile.c in GNOME GLib does not properly restrict file permissions while a copy operation is in progress
CVE-2021-35942 - CRITICAL -  glibc: Arbitrary read in wordexp()
CVE-2018-6485 - CRITICAL -  glibc: Integer overflow in posix_memalign in memalign functions
CVE-2022-23219 - CRITICAL -  glibc: Stack-based buffer overflow in sunrpc clnt_create via a long pathname
CVE-2022-23218 - CRITICAL -  glibc: Stack-based buffer overflow in svcunix_create via long pathnames
CVE-2018-6551 - CRITICAL -  glibc: integer overflow in malloc functions
CVE-2017-18269 - CRITICAL -  glibc: memory corruption in memcpy-sse2-unaligned.S
CVE-2021-33574 - CRITICAL -  glibc: mq_notify does not handle separately allocated thread attributes
CVE-2019-9169 - CRITICAL -  glibc: regular-expression match via proceed_next_node in posix/regexec.c leads to heap-based buffer over-read
CVE-2022-22720 - CRITICAL -  httpd: Errors encountered during the discarding of request body lead to HTTP request smuggling
CVE-2021-39275 - CRITICAL -  httpd: Out-of-bounds write in ap_escape_quotes() via malicious input
CVE-2022-22721 - CRITICAL -  httpd: core: Possible buffer overflow with very large or unlimited LimitXMLRequestBody
CVE-2021-44790 - CRITICAL -  httpd: mod_lua: Possible buffer overflow when parsing multipart content
CVE-2021-40438 - CRITICAL -  httpd: mod_proxy: SSRF via a crafted request uri-path containing "unix:"
CVE-2022-23943 - CRITICAL -  httpd: mod_sed: Read/write beyond bounds
CVE-2021-26691 - CRITICAL -  httpd: mod_session: Heap overflow via a crafted SessionHeader value
CVE-2019-10082 - CRITICAL -  httpd: read-after-free in h2 connection shutdown
CVE-2019-10126 - CRITICAL -  kernel: Heap overflow in mwifiex_uap_parse_tail_ies function in drivers/net/wireless/marvell/mwifiex/ie.c
CVE-2019-15292 - CRITICAL -  kernel: Use-after-free in atalk_proc_exit function in net/appletalk
CVE-2019-17133 - CRITICAL -  kernel: buffer overflow in cfg80211_mgd_wext_giwessid in net/wireless/wext-sme.c
CVE-2019-16746 - CRITICAL -  kernel: buffer-overflow hardening in WiFi beacon validation code.
CVE-2019-14901 - CRITICAL -  kernel: heap overflow in marvell/mwifiex/tdls.c
CVE-2019-14896 - CRITICAL -  kernel: heap-based buffer overflow in lbs_ibss_join_existing function in drivers/net/wireless/marvell/libertas/cfg.c
CVE-2019-14895 - CRITICAL -  kernel: heap-based buffer overflow in mwifiex_process_country_ie() function in drivers/net/wireless/marvell/mwifiex/sta_ioctl.c
CVE-2019-18805 - CRITICAL -  kernel: integer overflow in tcp_ack_update_rtt in net/ipv4/tcp_input.c
CVE-2019-15926 - CRITICAL -  kernel: out of bounds access in  functions ath6kl_wmi_pstream_timeout_event_rx and ath6kl_wmi_cac_event_rx
CVE-2019-15505 - CRITICAL -  kernel: out of bounds read in drivers/media/usb/dvb-usb/technisat-usb2.c
CVE-2021-39713 - CRITICAL -  kernel: race condition in the network scheduling subsystem could lead to an use-after-free
CVE-2019-14897 - CRITICAL -  kernel: stack-based buffer overflow in add_ie_rates function in drivers/net/wireless/marvell/libertas/cfg.c
CVE-2017-14062 - CRITICAL -  libidn2: Integer overflow in puny_decode.c/decode_digit
CVE-2017-12652 - CRITICAL -  libpng: does not check length of chunks against user limit
CVE-2019-3862 - CRITICAL -  libssh2: Out-of-bounds memory comparison with specially crafted message channel request
CVE-2019-3860 - CRITICAL -  libssh2: Out-of-bounds reads with specially crafted SFTP packets
CVE-2019-3861 - CRITICAL -  libssh2: Out-of-bounds reads with specially crafted SSH packets
CVE-2019-3859 - CRITICAL -  libssh2: Unchecked use of _libssh2_packet_require and _libssh2_packet_requirev resulting in out-of-bounds read
CVE-2019-3858 - CRITICAL -  libssh2: Zero-byte allocation with a specially crafted SFTP packed leading to an out-of-bounds read
CVE-2017-8872 - CRITICAL -  libxml2: Out-of-bounds read in htmlParseTryOrFinish
CVE-2021-3520 - CRITICAL -  lz4: memory corruption due to an integer overflow bug caused by memmove argument
CVE-2022-29155 - CRITICAL -  openldap: OpenLDAP SQL injection
CVE-2022-1292 - CRITICAL -  openssl: c_rehash script allows command injection
CVE-2017-12424 - CRITICAL -  shadow-utils: Buffer overflow via newusers tool
CVE-2019-8457 - CRITICAL -  sqlite: heap out-of-bound read in function rtreenode()
CVE-2018-20506 - HIGH -  CVE-2018-20346 CVE-2018-20505 CVE-2018-20506 sqlite: Multiple flaws in sqlite which can be triggered via corrupted internal databases (Magellan)
CVE-2018-20346 - HIGH -  CVE-2018-20505 CVE-2018-20506 sqlite: Multiple flaws in sqlite which can be triggered via corrupted internal databases (Magellan)
CVE-2022-28356 - HIGH -  CVE-2022-28356 kernel: refcount leak in llc_ui_bind and llc_ui_autobind
CVE-2022-27405 - HIGH -  FreeType: Segementation Fault
CVE-2022-27406 - HIGH -  Freetype: Segmentation violation
CVE-2019-9513 - HIGH -  HTTP/2: flood using PRIORITY frames results in excessive resource consumption
CVE-2019-9511 - HIGH -  HTTP/2: large amount of data requests leads to denial of service
CVE-2019-9517 - HIGH -  HTTP/2: request for large response leads to denial of service
CVE-2020-10531 - HIGH -  ICU: Integer overflow in UnicodeString::doAppend()
CVE-2022-1353 - HIGH -  Kernel: A kernel-info-leak issue in pfkey_register
CVE-2019-14821 - HIGH -  Kernel: KVM: OOB memory access via mmio ring buffer
