CVE-2022-27404 - CRITICAL -  FreeType: Buffer Overflow
CVE-2020-14343 - CRITICAL -  PyYAML: incomplete fix for CVE-2020-1747
CVE-2021-35942 - CRITICAL -  glibc: Arbitrary read in wordexp()
CVE-2022-23219 - CRITICAL -  glibc: Stack-based buffer overflow in sunrpc clnt_create via a long pathname
CVE-2022-23218 - CRITICAL -  glibc: Stack-based buffer overflow in svcunix_create via long pathnames
CVE-2021-33574 - CRITICAL -  glibc: mq_notify does not handle separately allocated thread attributes
CVE-2021-44906 - CRITICAL -  minimist: prototype pollution
CVE-2020-12403 - CRITICAL -  nss: CHACHA20-POLY1305 decryption with undersized tag leads to out-of-bounds read
CVE-2022-29155 - CRITICAL -  openldap: OpenLDAP SQL injection
CVE-2022-1292 - CRITICAL -  openssl: c_rehash script allows command injection
CVE-2021-34552 - CRITICAL -  python-pillow: Buffer overflow in image convert function
CVE-2021-25287 - CRITICAL -  python-pillow: Out-of-bounds read in J2K image reader
CVE-2021-25288 - CRITICAL -  python-pillow: Out-of-bounds read in J2K image reader
CVE-2022-22817 - CRITICAL -  python-pillow: PIL.ImageMath.eval allows evaluation of arbitrary expressions
CVE-2021-25289 - CRITICAL -  python-pillow: insufficent fix for CVE-2020-35654 due to incorrect error checking in TiffDecode.c
CVE-2022-24303 - CRITICAL -  python-pillow: temporary directory with a space character allows removal of unrelated file after im.show() and related actions
CVE-2019-8457 - CRITICAL -  sqlite: heap out-of-bound read in function rtreenode()
CVE-2022-28356 - HIGH -  CVE-2022-28356 kernel: refcount leak in llc_ui_bind and llc_ui_autobind
NSWG-ECO-328 - HIGH -  Cross-Site Scripting (XSS)
GHSA-27gm-ghr9-4v95 - HIGH -  Cross-site scripting vulnerability in TinyMCE
CVE-2022-27405 - HIGH -  FreeType: Segementation Fault
CVE-2022-27406 - HIGH -  Freetype: Segmentation violation
CVE-2022-1353 - HIGH -  Kernel: A kernel-info-leak issue in pfkey_register
CVE-2022-27448 - HIGH -  MariaDB: Assertation Failure
CVE-2022-27444 - HIGH -  MariaDB: Segmentation Fault
CVE-2022-27445 - HIGH -  MariaDB: Segmentation Fault
CVE-2022-27446 - HIGH -  MariaDB: Segmentation Fault
CVE-2022-27449 - HIGH -  MariaDB: Segmentation Fault
CVE-2022-27447 - HIGH -  MariaDB: Use-After-Free
CVE-2022-27455 - HIGH -  MariaDB: Use-After-Free
CVE-2022-27456 - HIGH -  MariaDB: Use-After-Free
CVE-2022-27457 - HIGH -  MariaDB: Use-After-Free
CVE-2022-27458 - HIGH -  MariaDB: Use-After-Free
CVE-2022-24785 - HIGH -  Moment.js: Path traversal  in moment.locale
CVE-2021-22946 - HIGH -  curl: Requirement to use TLS not properly enforced for IMAP, POP3, and FTP protocols
CVE-2020-28458 - HIGH -  datatables.net: prototype pollution if 'constructor' were used in a data property name
CVE-2022-1304 - HIGH -  e2fsprogs: out-of-bounds read/write via crafted filesystem
CVE-2019-15847 - HIGH -  gcc: POWER9 "DARN" RNG intrinsic produces repeated output
CVE-2018-12886 - HIGH -  gcc: spilling of stack protection address in cfgexpand.c and function.c leads to stack-overflow protection bypass
CVE-2022-24765 - HIGH -  git: On multi-user machines Git users might find themselves unexpectedly in a Git worktree
CVE-2021-21300 - HIGH -  git: remote code execution during clone operation on case-insensitive filesystems
CVE-2021-40330 - HIGH -  git: unexpected cross-protocol requests via a repository path containing a newline character
CVE-2021-3326 - HIGH -  glibc: Assertion failure in ISO-2022-JP-3 gconv module related to combining characters
CVE-2021-3999 - HIGH -  glibc: Off-by-one buffer overflow/underflow in getcwd()
CVE-2020-1751 - HIGH -  glibc: array overflow in backtrace functions for powerpc
CVE-2020-1752 - HIGH -  glibc: use-after-free in glob() function when expanding ~user
CVE-2022-1247 - HIGH -  kernel: A race condition bug in rose_connect()
CVE-2022-1011 - HIGH -  kernel: FUSE allows UAF reads of write() buffers, allowing theft of (partial) /etc/shadow hashes
CVE-2022-29581 - HIGH -  kernel: Improper Update of Reference Count vulnerability in net/sched
CVE-2020-12362 - HIGH -  kernel: Integer overflow in Intel(R) Graphics Drivers
CVE-2022-1012 - HIGH -  kernel: Small table perturb size in the TCP source port generation algorithm can lead to information leak
CVE-2022-1679 - HIGH -  kernel: Use-After-Free in ath9k_htc_probe_device() could cause an escalation of privileges
CVE-2022-28390 - HIGH -  kernel: a double free in ems_usb_start_xmit in drivers/net/can/usb/ems_usb.c
CVE-2022-28389 - HIGH -  kernel: a double free in mcba_usb_start_xmit in drivers/net/can/usb/mcba_usb.c
CVE-2022-28388 - HIGH -  kernel: a double free in usb_8dev_start_xmit in drivers/net/can/usb/usb_8dev.c
CVE-2022-27666 - HIGH -  kernel: buffer overflow in IPsec ESP transformation code
CVE-2021-38207 - HIGH -  kernel: buffer overflow in drivers/net/ethernet/xilinx/ll_temac_main.c by sending heavy network traffic for about ten minutes
CVE-2021-4197 - HIGH -  kernel: cgroup: Use open-time creds and namespace for migration perm checks
CVE-2021-3864 - HIGH -  kernel: descendant's dumpable setting with certain SUID binaries
CVE-2021-3847 - HIGH -  kernel: low-privileged user privileges escalation
CVE-2013-7445 - HIGH -  kernel: memory exhaustion via crafted Graphics Execution Manager (GEM) objects
CVE-2019-19449 - HIGH -  kernel: mounting a crafted f2fs filesystem image can lead to slab-out-of-bounds read access in f2fs_build_segment_manager in fs/f2fs/segment.c
CVE-2019-19814 - HIGH -  kernel: out-of-bounds write in __remove_dirty_segment in fs/f2fs/segment.c
CVE-2019-19378 - HIGH -  kernel: out-of-bounds write in index_rbio_pages in fs/btrfs/raid56.c
CVE-2021-3493 - HIGH -  kernel: overlayfs file system caps privilege escalation
CVE-2022-26490 - HIGH -  kernel: potential buffer overflows in EVT_TRANSACTION in st21nfca
CVE-2022-1048 - HIGH -  kernel: race condition in snd_pcm_hw_free leading to use-after-free
CVE-2020-36385 - HIGH -  kernel: use-after-free in drivers/infiniband/core/ucma.c ctx use-after-free
CVE-2021-33560 - HIGH -  libgcrypt: mishandles ElGamal encryption because it lacks exponent blinding to address a side-channel attack against mpi_powm
CVE-2019-13115 - HIGH -  libssh2: integer overflow in kex_method_diffie_hellman_group_exchange_sha256_key_exchange in kex.c leads to out-of-bounds write
CVE-2017-16932 - HIGH -  libxml2: Infinite recursion in parameter entities
CVE-2022-27386 - HIGH -  mariab: SEGV via the component sql/sql_class.cc.
CVE-2021-46669 - HIGH -  mariadb: MariaDB through 10.5.9 allows attackers to trigger a convert_const_to_int use-after-free when the BIGINT data type is used
CVE-2022-27382 - HIGH -  mariadb: SEGV via component Item_field::used_tables/update_depend_map_for_order or Assertion `fixed == 1'
CVE-2022-27451 - HIGH -  mariadb: a segmentation fault via the component sql/field_conv.cc
CVE-2022-27452 - HIGH -  mariadb: a segmentation fault via the component sql/item_cmpfunc.cc
CVE-2022-27385 - HIGH -  mariadb: crash in Used_tables_and_const_cache::used_tables_and_const_cache_join
CVE-2022-27384 - HIGH -  mariadb: crash via component Item_subselect::init_expr_cache_tracker.
CVE-2022-27387 - HIGH -  mariadb: global-buffer-overflow in decimal_bin_size of decimal.c
CVE-2022-27381 - HIGH -  mariadb: server crash at Field::set_default via specially crafted SQL statements.
CVE-2022-27380 - HIGH -  mariadb: server crash at my_decimal::operator=
CVE-2022-27378 - HIGH -  mariadb: server crash in Create_tmp_table::finalize
CVE-2022-27379 - HIGH -  mariadb: server crash in component Arg_comparator::compare_real_fixed
CVE-2022-27383 - HIGH -  mariadb: use-after-free in my_strcasecmp_8bit() of ctype-simple.c
CVE-2022-27376 - HIGH -  mariadb: use-after-free in the component Item_args::walk_arg
CVE-2022-27377 - HIGH -  mariadb: use-after-free in the component Item_func_in::cleanup() of item_cmpfunc.h
CVE-2022-21680 - HIGH -  marked: regular expression block.def may lead Denial of Service
CVE-2022-21681 - HIGH -  marked: regular expression inline.reflinkSearch may lead Denial of Service
CVE-2022-29458 - HIGH -  ncurses: segfaulting OOB read
CVE-2020-11080 - HIGH -  nghttp2: overly large SETTINGS frames can lead to DoS
CVE-2021-23358 - HIGH -  nodejs-underscore: Arbitrary code execution via the template function
CVE-2020-25648 - HIGH -  nss: TLS 1.3 CCS flood remote DoS Attack
CVE-2021-3575 - HIGH -  openjpeg: heap-buffer-overflow in color.c may lead to DoS or arbitrary code execution
CVE-2022-1586 - HIGH -  pcre2: Out-of-bounds read in compile_xclass_matchingpath in pcre2_jit_compile.c
CVE-2022-1587 - HIGH -  pcre2: Out-of-bounds read in get_recurse_data_length in pcre2_jit_compile.c
CVE-2019-20454 - HIGH -  pcre: Out of bounds read in JIT mode when \X is used in non-UTF mode
CVE-2020-16156 - HIGH -  perl-CPAN: Bypass of verification of signatures in CHECKSUMS files
CVE-2019-14494 - HIGH -  poppler: divide-by-zero in function SplashOutputDev::tilingPatternFill in SplashOutputDev.cc
CVE-2020-27778 - HIGH -  poppler: pdftohtml: access to uninitialized pointer could lead to DoS
CVE-2021-43818 - HIGH -  python-lxml: HTML Cleaner allows crafted and SVG embedded scripts to pass through
CVE-2020-35653 - HIGH -  python-pillow: Buffer over-read in PCX image reader
CVE-2021-28677 - HIGH -  python-pillow: Excessive CPU use in EPS image reader
CVE-2021-27921 - HIGH -  python-pillow: Excessive memory allocation in BLP image reader
CVE-2021-27922 - HIGH -  python-pillow: Excessive memory allocation in ICNS image reader
CVE-2021-27923 - HIGH -  python-pillow: Excessive memory allocation in ICO image reader
CVE-2021-28676 - HIGH -  python-pillow: Infinite loop in FLI image reader
CVE-2021-25290 - HIGH -  python-pillow: Negative-offset memcpy in TIFF image reader
CVE-2021-25293 - HIGH -  python-pillow: Out-of-bounds read in SGI RLE image reader
CVE-2020-35654 - HIGH -  python-pillow: decoding crafted YCbCr files could result in heap-based buffer overflow
CVE-2021-25291 - HIGH -  python-pillow: out-of-bounds read in TiffReadRGBATile in TiffDecode.c
CVE-2020-11538 - HIGH -  python-pillow: out-of-bounds reads/writes in the parsing of SGI image files in expandrow/expandrow2
CVE-2021-23437 - HIGH -  python-pillow: possible ReDoS via the getrgb function
CVE-2020-10379 - HIGH -  python-pillow: two buffer overflows in libImaging/TiffDecode.c due to small buffers allocated in ImagingLibTiffDecode()
CVE-2019-19603 - HIGH -  sqlite: mishandling of certain SELECT statements with non-existent VIEW can lead to DoS
CVE-2019-3843 - HIGH -  systemd: services with DynamicUser can create SUID/SGID binaries
CVE-2019-3844 - HIGH -  systemd: services with DynamicUser can get new privileges and create SGID binaries
CVE-2022-24761 - HIGH -  waitress: Inconsistent Interpretation of HTTP Requests ('HTTP Request Smuggling')
CVE-2016-9114 - LOW -  CVE-2016-9113 CVE-2016-9114 CVE-2016-9115 CVE-2016-9116 CVE-2016-9117 CVE-2016-9118 openjpeg2: Multiple security issues
CVE-2016-9115 - LOW -  CVE-2016-9113 CVE-2016-9114 CVE-2016-9115 CVE-2016-9116 CVE-2016-9117 CVE-2016-9118 openjpeg2: Multiple security issues
CVE-2016-9116 - LOW -  CVE-2016-9113 CVE-2016-9114 CVE-2016-9115 CVE-2016-9116 CVE-2016-9117 CVE-2016-9118 openjpeg2: Multiple security issues
CVE-2016-9117 - LOW -  CVE-2016-9113 CVE-2016-9114 CVE-2016-9115 CVE-2016-9116 CVE-2016-9117 CVE-2016-9118 openjpeg2: Multiple security issues
CVE-2016-9113 - LOW -  CVE-2016-9114 CVE-2016-9115 CVE-2016-9116 CVE-2016-9117 CVE-2016-9118 openjpeg2: Multiple security issues
CVE-2007-6755 - LOW -  Dual_EC_DRBG: weak pseudo random number generator
CVE-2011-3389 - LOW -  HTTPS: block-wise chosen-plaintext attack against SSL/TLS (BEAST)
GHSA-4fx9-vc88-q2xc - LOW -  Infinite loop in Pillow
CVE-2015-2877 - LOW -  Kernel: Cross-VM ASL INtrospection (CAIN)
GHSA-h96f-fc7c-9r55 - LOW -  Regex denial of service vulnerability in codesample plugin
CVE-2019-18276 - LOW -  bash: when effective UID is not equal to its real UID the saved UID is not dropped
CVE-2017-7475 - LOW -  cairo: NULL pointer dereference with a crafted font file
CVE-2018-18064 - LOW -  cairo: Stack-based buffer overflow via parsing of crafted WebKitGTK+ document
CVE-2019-6461 - LOW -  cairo: assertion problem in _cairo_arc_in_direction in cairo-arc.c
CVE-2019-6462 - LOW -  cairo: infinite loop in the function _arc_error_normalized in the file cairo-arc.c
CVE-2016-2781 - LOW -  coreutils: Non-privileged session can escape to the parent session in chroot
CVE-2017-18018 - LOW -  coreutils: race condition vulnerability in chown and chgrp
CVE-2021-22924 - LOW -  curl: Bad connection reuse due to flawed path name checks
CVE-2021-22922 - LOW -  curl: Content not matching hash in Metalink is not being discarded
CVE-2021-22923 - LOW -  curl: Metalink download sends credentials
CVE-2021-22898 - LOW -  curl: TELNET stack contents disclosure
CVE-2013-0340 - LOW -  expat: internal entity expansion
CVE-2007-3477 - LOW -  gd: arc drawing functions can consume large amount of CPU time
CVE-2009-3546 - LOW -  gd: insufficient input validation in _gdGetColors()
CVE-2022-24975 - LOW -  git: The --mirror option for git leaks secret for deleted content, aka the "GitBleed"
CVE-2018-1000021 - LOW -  git: client prints server-sent ANSI escape codes to the terminal, allowing for unverified messages to potentially execute arbitrary commands
CVE-2012-0039 - LOW -  glib2: hash table collisions CPU usage DoS
CVE-2019-1010024 - LOW -  glibc: ASLR bypass using cache of thread stack and heap
CVE-2019-19126 - LOW -  glibc: LD_PREFER_MAP_32BIT_EXEC not ignored in setuid binaries
CVE-2021-27645 - LOW -  glibc: Use-after-free in addgetnetgrentX function in netgroupcache.c
CVE-2010-4756 - LOW -  glibc: glob implementation can cause excessive CPU and memory consumption due to crafted glob expressions
CVE-2016-10228 - LOW -  glibc: iconv program can hang when invoked with the -c option
CVE-2019-1010025 - LOW -  glibc: information disclosure of heap addresses of pthread_created thread
CVE-2019-1010023 - LOW -  glibc: running ldd on malicious ELF leads to code execution because of wrong size computation
CVE-2020-6096 - LOW -  glibc: signed comparison vulnerability in the ARMv7 memcpy function
CVE-2019-1010022 - LOW -  glibc: stack guard protection bypass
CVE-2018-20796 - LOW -  glibc: uncontrolled recursion in function check_dst_limits_calc_pos_1 in posix/regexec.c
CVE-2019-9192 - LOW -  glibc: uncontrolled recursion in function check_dst_limits_calc_pos_1 in posix/regexec.c
CVE-2019-14855 - LOW -  gnupg2: OpenPGP Key Certification Forgeries with SHA-1
CVE-2018-3728 - LOW -  hoek: Prototype pollution in utilities function
CVE-2019-12379 - LOW -  kernel:  memory leak in con_insert_unipair in drivers/tty/vt/consolemap.c
CVE-2019-19064 - LOW -  kernel: A memory leak in the fsl_lpspi_probe() function in drivers/spi/spi-fsl-lpspi.c allows for a DoS
CVE-2019-19070 - LOW -  kernel: A memory leak in the spi_gpio_probe() function in drivers/spi/spi-gpio.c allows for a DoS
CVE-2017-13694 - LOW -  kernel: ACPI node and node_ext cache leak
CVE-2017-13693 - LOW -  kernel: ACPI operand cache leak in dsutils.c
CVE-2022-25265 - LOW -  kernel: Executable Space Protection Bypass
CVE-2014-9900 - LOW -  kernel: Info leak in uninitialized structure ethtool_wolinfo in ethtool_get_wol()
CVE-2017-0630 - LOW -  kernel: Information disclosure vulnerability in kernel trace subsystem
