CVE-2022-27404 - CRITICAL -  FreeType: Buffer Overflow
CVE-2021-39713 - CRITICAL -  kernel: race condition in the network scheduling subsystem could lead to an use-after-free
CVE-2017-12652 - CRITICAL -  libpng: does not check length of chunks against user limit
CVE-2022-1292 - CRITICAL -  openssl: c_rehash script allows command injection
CVE-2015-20107 - CRITICAL -  python(mailcap): findmatch() function does not sanitise the second argument
CVE-2022-27405 - HIGH -  FreeType: Segementation Fault
CVE-2022-27406 - HIGH -  Freetype: Segmentation violation
CVE-2022-28463 - HIGH -  ImageMagick: heap-buffer-overflow in PushLongPixel() of quantum-private.h
CVE-2022-1353 - HIGH -  Kernel: A kernel-info-leak issue in pfkey_register
CVE-2017-12454 - HIGH -  binutils: Arbitrary memory read in _bfd_vms_slurp_egs function
CVE-2017-12799 - HIGH -  binutils: Heap-based 1 byte buffer over-write in elf_read_notes function in bfd/elf.c
CVE-2017-14333 - HIGH -  binutils: Insuficient input validation in process_version_sections function in readelf.c
CVE-2017-12457 - HIGH -  binutils: NULL pointer dereference in bfd_make_section_with_flags function
CVE-2017-13710 - HIGH -  binutils: NULL pointer dereference in the setup_group function
CVE-2017-12448 - HIGH -  binutils: heap use after free in bfd_cache_close function
CVE-2017-12453 - HIGH -  binutils: out of bounds heap read in __bfd_vms_slurp_eeom function
CVE-2017-12449 - HIGH -  binutils: out of bounds heap read in _bfd_vms_save_sized_string function
CVE-2017-12452 - HIGH -  binutils: out of bounds heap read in bfd_mach_o_i386_canonicalize_one_reloc function
CVE-2017-12455 - HIGH -  binutils: out of bounds heap read in evax_bfd_print_emh function
CVE-2017-12458 - HIGH -  binutils: out of bounds heap read in nlm_swap_auxiliary_headers_in function
CVE-2017-12456 - HIGH -  binutils: out of bounds heap read in read_symbol_stabs_debugging_inf function
CVE-2017-12450 - HIGH -  binutils: out of bounds heap write in alpha_vms_object_p function
CVE-2017-12459 - HIGH -  binutils: out of bounds heap write in bfd_mach_o_read_symtab_strtab function
CVE-2017-12451 - HIGH -  binutils: out of bounds stack read in _bfd_xcoff_read_ar_hdr function
CVE-2022-1304 - HIGH -  e2fsprogs: out-of-bounds read/write via crafted filesystem
CVE-2019-8907 - HIGH -  file: do_core_note in readelf.c allows remote attackers to cause a denial of service
CVE-2021-27218 - HIGH -  glib: integer overflow in g_byte_array_new_take function when called with a buffer of 4GB or more on a 64-bit platform
CVE-2021-3999 - HIGH -  glibc: Off-by-one buffer overflow/underflow in getcwd()
CVE-2022-1247 - HIGH -  kernel: A race condition bug in rose_connect()
CVE-2022-1011 - HIGH -  kernel: FUSE allows UAF reads of write() buffers, allowing theft of (partial) /etc/shadow hashes
CVE-2020-12362 - HIGH -  kernel: Integer overflow in Intel(R) Graphics Drivers
CVE-2021-3506 - HIGH -  kernel: Out of bounds memory access bug in get_next_net_page() in fs/f2fs/node.c
CVE-2022-1012 - HIGH -  kernel: Small table perturb size in the TCP source port generation algorithm can lead to information leak
CVE-2022-1679 - HIGH -  kernel: Use-After-Free in ath9k_htc_probe_device() could cause an escalation of privileges
CVE-2022-28390 - HIGH -  kernel: a double free in ems_usb_start_xmit in drivers/net/can/usb/ems_usb.c
CVE-2022-28388 - HIGH -  kernel: a double free in usb_8dev_start_xmit in drivers/net/can/usb/usb_8dev.c
CVE-2021-4197 - HIGH -  kernel: cgroup: Use open-time creds and namespace for migration perm checks
CVE-2021-3864 - HIGH -  kernel: descendant's dumpable setting with certain SUID binaries
CVE-2021-3600 - HIGH -  kernel: eBPF 32-bit source register truncation on div/mod
CVE-2021-3847 - HIGH -  kernel: low-privileged user privileges escalation
CVE-2022-1729 - HIGH -  kernel: race condition in perf_event_open leads to privilege escalation
CVE-2022-1048 - HIGH -  kernel: race condition in snd_pcm_hw_free leading to use-after-free
CVE-2020-0030 - HIGH -  kernel: use after free due to a race condition in binder driver leads to local privilege escalation
CVE-2022-24958 - HIGH -  kernel: use-after-free in dev->buf release in drivers/usb/gadget/legacy/inode.c
CVE-2022-27376 - HIGH -  mariadb: assertion failure in Item_args::walk_arg
CVE-2022-27382 - HIGH -  mariadb: assertion failure via component Item_field::used_tables/update_depend_map_for_order
CVE-2022-27387 - HIGH -  mariadb: assertion failures in decimal_bin_size
CVE-2022-27385 - HIGH -  mariadb: crash in Used_tables_and_const_cache::used_tables_and_const_cache_join
CVE-2022-27384 - HIGH -  mariadb: crash via component Item_subselect::init_expr_cache_tracker
CVE-2022-27381 - HIGH -  mariadb: server crash at Field::set_default via specially crafted SQL statements
CVE-2022-27380 - HIGH -  mariadb: server crash at my_decimal::operator=
CVE-2022-27379 - HIGH -  mariadb: server crash in component arg_comparator::compare_real_fixed
CVE-2022-27378 - HIGH -  mariadb: server crash in create_tmp_table::finalize
CVE-2022-27386 - HIGH -  mariadb: server crashes in query_arena::set_query_arena upon SELECT from view
CVE-2022-27383 - HIGH -  mariadb: use-after-poison in my_strcasecmp_8bit() of ctype-simple.c
CVE-2022-27377 - HIGH -  mariadb: use-after-poison when complex conversion is involved in blob
CVE-2022-29458 - HIGH -  ncurses: segfaulting OOB read
CVE-2021-3575 - HIGH -  openjpeg: heap-buffer-overflow in color.c may lead to DoS or arbitrary code execution
CVE-2022-1552 - HIGH -  postgresql: Autovacuum, REINDEX, and others omit "security restricted operation" sandbox
CVE-2008-3134 - LOW -  GraphicsMagick/ImageMagick: multiple crash or DoS issues
CVE-2017-12670 - LOW -  ImageMagick: Assertion failure in the function DestroyImage
CVE-2017-14137 - LOW -  ImageMagick: Excessive memory allocation in ReadWEBPImage function in coders/webp.c
CVE-2017-6502 - LOW -  ImageMagick: File descriptor leak in libmagickcore
CVE-2017-14531 - LOW -  ImageMagick: Memory exhaustion in the ReadSUNImage function
CVE-2017-13131 - LOW -  ImageMagick: Memory leak in ReadMIFFImage function in coders/miff.c
CVE-2017-15218 - LOW -  ImageMagick: Memory leak in ReadOneJNGImage
CVE-2017-12433 - LOW -  ImageMagick: Memory leak in ReadPESImage function in coders/pes.c
CVE-2017-12654 - LOW -  ImageMagick: Memory leak in ReadPICTImage function in coders/pict.c
CVE-2017-15217 - LOW -  ImageMagick: Memory leak in ReadSGIImage
CVE-2017-15032 - LOW -  ImageMagick: Memory leak in ReadYCBCRImage
CVE-2018-10805 - LOW -  ImageMagick: Memory leak in ReadYCBCRImage
CVE-2017-15033 - LOW -  ImageMagick: Memory leak in ReadYUVImage
CVE-2018-10804 - LOW -  ImageMagick: Memory leak in WriteTIFFImage
CVE-2017-17882 - LOW -  ImageMagick: Memory leak in function ReadXPMImage in coders/xpm.c
CVE-2017-13060 - LOW -  ImageMagick: Memory leak in the ReadMATImage function
CVE-2017-13146 - LOW -  ImageMagick: Memory leak in the ReadMATImage function in coders/mat.c.
CVE-2019-7396 - LOW -  ImageMagick: Memory leak in the ReadSIXELImage function in coders/sixel.c
CVE-2019-7398 - LOW -  ImageMagick: Memory leak in the WriteDIBImage function in coders/dib.c
CVE-2017-13059 - LOW -  ImageMagick: Memory leak in the WriteOneJNGImage function
CVE-2017-13058 - LOW -  ImageMagick: Memory leak in the WritePCXImage function
CVE-2019-7397 - LOW -  ImageMagick: Memory leak in the WritePDFImage function in coders/pdf.c
CVE-2019-7395 - LOW -  ImageMagick: Memory leak in the WritePSDChannel function in coders/psd.c
