CVE-2022-27404 - CRITICAL -  FreeType: Buffer Overflow
CVE-2017-5511 - CRITICAL -  ImageMagick: Memory corruption heap overflow in psd.c
CVE-2017-14624 - CRITICAL -  ImageMagick: NULL pointer dereference in the PostscriptDelegateMessage function
CVE-2017-14532 - CRITICAL -  ImageMagick: NULL pointer dereference in the TIFFIgnoreTags function
CVE-2017-14626 - CRITICAL -  ImageMagick: NULL pointer dereference in the sixel_decode function
CVE-2017-14625 - CRITICAL -  ImageMagick: NULL pointer dereference in the sixel_output_create function
CVE-2016-10145 - CRITICAL -  ImageMagick: Off-by-one error in wpg.c
CVE-2017-13139 - CRITICAL -  ImageMagick: Out of bounds read in ReadOneMNGImage function in coders/png.c
CVE-2019-19949 - CRITICAL -  ImageMagick: heap-based buffer over-read in WritePNGImage in coders/png.c
CVE-2019-19948 - CRITICAL -  ImageMagick: heap-based buffer overflow in WriteSGIImage in coders/sgi.c
CVE-2016-10144 - CRITICAL -  ImageMagick: ipl file missing malloc check
CVE-2017-7778 - CRITICAL -  Mozilla: Vulnerabilities in the Graphite 2 library (MFSA 2017-16)
CVE-2017-7226 - CRITICAL -  binutils: Heap-based buffer over-read in pe_ILF_object_p function in libbfd
CVE-2017-6969 - CRITICAL -  binutils: Heap-based buffer over-read in readelf when processing corrupt RL78 binaries
CVE-2014-9939 - CRITICAL -  binutils: buffer overflow in ihex.c
CVE-2019-12900 - CRITICAL -  bzip2: out-of-bounds write in function BZ2_decompress
CVE-2018-1000120 - CRITICAL -  curl: FTP path trickery leads to NIL byte out of bounds write
CVE-2017-8817 - CRITICAL -  curl: FTP wildcard out of bounds read
CVE-2018-1000007 - CRITICAL -  curl: HTTP authentication leak in redirects
CVE-2018-16842 - CRITICAL -  curl: Heap-based buffer over-read in the curl tool warning formatting
CVE-2017-1000257 - CRITICAL -  curl: IMAP FETCH response out of bounds read
CVE-2018-16839 - CRITICAL -  curl: Integer overflow leading to heap-based buffer overflow in Curl_sasl_create_plain_message()
CVE-2017-8816 - CRITICAL -  curl: NTLM buffer overflow via integer overflow
CVE-2018-14618 - CRITICAL -  curl: NTLM password overflow via integer overflow
CVE-2019-3822 - CRITICAL -  curl: NTLMv2 type-3 header stack buffer overflow
CVE-2018-1000301 - CRITICAL -  curl: Out-of-bounds heap read when missing RTSP headers allows information leak or denial of service
CVE-2018-1000122 - CRITICAL -  curl: RTSP RTP buffer over-read
CVE-2016-7167 - CRITICAL -  curl: escape and unescape integer overflows
CVE-2019-5482 - CRITICAL -  curl: heap buffer overflow in function tftp_receive_packet()
CVE-2021-22945 - CRITICAL -  curl: use-after-free and double-free in MQTT sending
CVE-2022-22822 - CRITICAL -  expat: Integer overflow in addBinding in xmlparse.c
CVE-2022-22823 - CRITICAL -  expat: Integer overflow in build_model in xmlparse.c
CVE-2022-22824 - CRITICAL -  expat: Integer overflow in defineAttribute in xmlparse.c
CVE-2022-23852 - CRITICAL -  expat: Integer overflow in function XML_GetBuffer
CVE-2022-25315 - CRITICAL -  expat: Integer overflow in storeRawNames()
CVE-2022-25235 - CRITICAL -  expat: Malformed 2- and 3-byte UTF-8 sequences can lead to arbitrary code execution
CVE-2022-25236 - CRITICAL -  expat: Namespace-separator characters in "xmlns[:prefix]" attribute values can lead to arbitrary code execution
CVE-2022-23990 - CRITICAL -  expat: integer overflow in the doProlog function
CVE-2019-18218 - CRITICAL -  file: heap-based buffer overflow in cdf_read_property_info in cdf.c
CVE-2016-9063 - CRITICAL -  firefox: Possible integer overflow to fix inside XML_Parse in Expat
CVE-2015-9290 - CRITICAL -  freetype: buffer over-read in function T1_Get_Private_Dict in type1/t1parse.c
CVE-2017-8287 - CRITICAL -  freetype: heap-based buffer overflow related to the t1_builder_close_contour function
CVE-2017-8105 - CRITICAL -  freetype: heap-based buffer overflow related to the t1_decoder_parse_charstrings
CVE-2016-6912 - CRITICAL -  gd, php: Double free in gdImageWebpPtr()
CVE-2019-6978 - CRITICAL -  gd: Double free in the gdImage*Ptr in gd_gif_out.c, gd_jpeg.c, and gd_wbmp.c
CVE-2016-10166 - CRITICAL -  gd: Unsigned integer underflow _gdContributionsAlloc()
CVE-2019-1353 - CRITICAL -  git: NTFS protections inactive when running Git in the Windows Subsystem for Linux
CVE-2018-17456 - CRITICAL -  git: arbitrary code execution via .gitmodules
CVE-2018-16428 - CRITICAL -  glib2: NULL pointer dereference in g_markup_parse_context_end_parse() function in gmarkup.c
CVE-2019-12450 - CRITICAL -  glib2: file_copy_fallback in gio/gfile.c in GNOME GLib does not properly restrict file permissions while a copy operation is in progress
CVE-2021-35942 - CRITICAL -  glibc: Arbitrary read in wordexp()
CVE-2018-6485 - CRITICAL -  glibc: Integer overflow in posix_memalign in memalign functions
CVE-2022-23219 - CRITICAL -  glibc: Stack-based buffer overflow in sunrpc clnt_create via a long pathname
CVE-2022-23218 - CRITICAL -  glibc: Stack-based buffer overflow in svcunix_create via long pathnames
CVE-2014-9761 - CRITICAL -  glibc: Unbounded stack allocation in nan* functions
CVE-2021-33574 - CRITICAL -  glibc: mq_notify does not handle separately allocated thread attributes
CVE-2019-9169 - CRITICAL -  glibc: regular-expression match via proceed_next_node in posix/regexec.c leads to heap-based buffer over-read
CVE-2017-5334 - CRITICAL -  gnutls: Double-free while decoding crafted X.509 certificates
CVE-2017-5337 - CRITICAL -  gnutls: Heap read overflow in read-packet.c
CVE-2017-5336 - CRITICAL -  gnutls: Stack overflow in cdk_pk_get_keyid
CVE-2021-20231 - CRITICAL -  gnutls: Use after free in client key_share extension
CVE-2021-20232 - CRITICAL -  gnutls: Use after free in client_send_params in lib/ext/pre_shared_key.c
CVE-2017-7774 - CRITICAL -  graphite2: out of bounds read "graphite2::Silf::readGraphite"
CVE-2017-14952 - CRITICAL -  icu: Double free in i18n/zonemeta.cpp
CVE-2019-10126 - CRITICAL -  kernel: Heap overflow in mwifiex_uap_parse_tail_ies function in drivers/net/wireless/marvell/mwifiex/ie.c
CVE-2021-43267 - CRITICAL -  kernel: Insufficient validation of user-supplied sizes for the MSG_CRYPTO message type
CVE-2017-7895 - CRITICAL -  kernel: NFSv3 server does not properly handle payload bounds checking of WRITE requests
CVE-2016-9555 - CRITICAL -  kernel: Slab out-of-bounds access in sctp_sf_ootb()
CVE-2019-15292 - CRITICAL -  kernel: Use-after-free in atalk_proc_exit function in net/appletalk
CVE-2019-17133 - CRITICAL -  kernel: buffer overflow in cfg80211_mgd_wext_giwessid in net/wireless/wext-sme.c
CVE-2019-16746 - CRITICAL -  kernel: buffer-overflow hardening in WiFi beacon validation code.
CVE-2019-14901 - CRITICAL -  kernel: heap overflow in marvell/mwifiex/tdls.c
CVE-2019-14896 - CRITICAL -  kernel: heap-based buffer overflow in lbs_ibss_join_existing function in drivers/net/wireless/marvell/libertas/cfg.c
CVE-2019-14895 - CRITICAL -  kernel: heap-based buffer overflow in mwifiex_process_country_ie() function in drivers/net/wireless/marvell/mwifiex/sta_ioctl.c
CVE-2017-5897 - CRITICAL -  kernel: ip6_gre: Invalid reads in ip6gre_err
CVE-2017-18017 - CRITICAL -  kernel: netfilter: use-after-free in tcpmss_mangle_packet function in net/netfilter/xt_TCPMSS.c
CVE-2016-10764 - CRITICAL -  kernel: off by one in function cqspi_setup_flash() in drivers/mtd/spi-nor/cadence-quadspi.c
CVE-2019-15926 - CRITICAL -  kernel: out of bounds access in  functions ath6kl_wmi_pstream_timeout_event_rx and ath6kl_wmi_cac_event_rx
CVE-2019-15505 - CRITICAL -  kernel: out of bounds read in drivers/media/usb/dvb-usb/technisat-usb2.c
CVE-2021-39713 - CRITICAL -  kernel: race condition in the network scheduling subsystem could lead to an use-after-free
CVE-2019-14897 - CRITICAL -  kernel: stack-based buffer overflow in add_ie_rates function in drivers/net/wireless/marvell/libertas/cfg.c
