CVE-2022-27404 - CRITICAL -  FreeType: Buffer Overflow
CVE-2019-12900 - CRITICAL -  bzip2: out-of-bounds write in function BZ2_decompress
CVE-2019-5481 - CRITICAL -  curl: double free due to subsequent call of realloc()
CVE-2019-5482 - CRITICAL -  curl: heap buffer overflow in function tftp_receive_packet()
CVE-2022-22822 - CRITICAL -  expat: Integer overflow in addBinding in xmlparse.c
CVE-2022-22823 - CRITICAL -  expat: Integer overflow in build_model in xmlparse.c
CVE-2022-22824 - CRITICAL -  expat: Integer overflow in defineAttribute in xmlparse.c
CVE-2022-23852 - CRITICAL -  expat: Integer overflow in function XML_GetBuffer
CVE-2022-25315 - CRITICAL -  expat: Integer overflow in storeRawNames()
CVE-2022-25235 - CRITICAL -  expat: Malformed 2- and 3-byte UTF-8 sequences can lead to arbitrary code execution
CVE-2022-25236 - CRITICAL -  expat: Namespace-separator characters in "xmlns[:prefix]" attribute values can lead to arbitrary code execution
CVE-2022-23990 - CRITICAL -  expat: integer overflow in the doProlog function
CVE-2021-35942 - CRITICAL -  glibc: Arbitrary read in wordexp()
CVE-2022-23219 - CRITICAL -  glibc: Stack-based buffer overflow in sunrpc clnt_create via a long pathname
CVE-2022-23218 - CRITICAL -  glibc: Stack-based buffer overflow in svcunix_create via long pathnames
CVE-2021-33574 - CRITICAL -  glibc: mq_notify does not handle separately allocated thread attributes
CVE-2021-20231 - CRITICAL -  gnutls: Use after free in client key_share extension
CVE-2021-20232 - CRITICAL -  gnutls: Use after free in client_send_params in lib/ext/pre_shared_key.c
CVE-2019-10126 - CRITICAL -  kernel: Heap overflow in mwifiex_uap_parse_tail_ies function in drivers/net/wireless/marvell/mwifiex/ie.c
CVE-2019-17133 - CRITICAL -  kernel: buffer overflow in cfg80211_mgd_wext_giwessid in net/wireless/wext-sme.c
CVE-2019-16746 - CRITICAL -  kernel: buffer-overflow hardening in WiFi beacon validation code.
CVE-2019-15504 - CRITICAL -  kernel: double free in drivers/net/wireless/rsi/rsi_91x_usb.c via crafted USB device
CVE-2019-14901 - CRITICAL -  kernel: heap overflow in marvell/mwifiex/tdls.c
CVE-2019-14896 - CRITICAL -  kernel: heap-based buffer overflow in lbs_ibss_join_existing function in drivers/net/wireless/marvell/libertas/cfg.c
CVE-2019-14895 - CRITICAL -  kernel: heap-based buffer overflow in mwifiex_process_country_ie() function in drivers/net/wireless/marvell/mwifiex/sta_ioctl.c
CVE-2019-18805 - CRITICAL -  kernel: integer overflow in tcp_ack_update_rtt in net/ipv4/tcp_input.c
CVE-2019-15926 - CRITICAL -  kernel: out of bounds access in  functions ath6kl_wmi_pstream_timeout_event_rx and ath6kl_wmi_cac_event_rx
CVE-2019-15505 - CRITICAL -  kernel: out of bounds read in drivers/media/usb/dvb-usb/technisat-usb2.c
CVE-2021-39713 - CRITICAL -  kernel: race condition in the network scheduling subsystem could lead to an use-after-free
CVE-2019-14897 - CRITICAL -  kernel: stack-based buffer overflow in add_ie_rates function in drivers/net/wireless/marvell/libertas/cfg.c
CVE-2019-18814 - CRITICAL -  kernel: use-after-free in aa_audit_rule_init() in security/apparmor/audit.c
CVE-2021-4048 - CRITICAL -  lapack: Out-of-bounds read in *larrv
CVE-2021-31535 - CRITICAL -  libX11: missing request length checks
CVE-2019-18224 - CRITICAL -  libidn2: heap-based buffer overflow in idn2_to_ascii_4i in lib/lookup.c
CVE-2018-25011 - CRITICAL -  libwebp: heap-based buffer overflow in PutLE16()
CVE-2020-36328 - CRITICAL -  libwebp: heap-based buffer overflow in WebPDecode*Into functions
CVE-2018-25010 - CRITICAL -  libwebp: out-of-bounds read in ApplyFilter()
CVE-2020-36331 - CRITICAL -  libwebp: out-of-bounds read in ChunkAssignData() in mux/muxinternal.c
CVE-2020-36330 - CRITICAL -  libwebp: out-of-bounds read in ChunkVerifyAndAssign() in mux/muxread.c
CVE-2018-25013 - CRITICAL -  libwebp: out-of-bounds read in ShiftBytes()
CVE-2018-25009 - CRITICAL -  libwebp: out-of-bounds read in WebPMuxCreateInternal
CVE-2018-25012 - CRITICAL -  libwebp: out-of-bounds read in WebPMuxCreateInternal()
CVE-2018-25014 - CRITICAL -  libwebp: use of uninitialized value in ReadSymbol()
CVE-2020-36329 - CRITICAL -  libwebp: use-after-free in EmitFancyRGB() in dec/io_dec.c
CVE-2021-3520 - CRITICAL -  lz4: memory corruption due to an integer overflow bug caused by memmove argument
CVE-2022-29155 - CRITICAL -  openldap: OpenLDAP SQL injection
CVE-2021-3711 - CRITICAL -  openssl: SM2 Decryption Buffer Overflow
CVE-2022-1292 - CRITICAL -  openssl: c_rehash script allows command injection
CVE-2019-1010238 - CRITICAL -  pango: pango_log2vis_get_embedding_levels() heap-based buffer overflow
CVE-2019-8457 - CRITICAL -  sqlite: heap out-of-bound read in function rtreenode()
CVE-2022-0318 - CRITICAL -  vim: Heap-based buffer overflow in utf_head_off() in mbyte.c
CVE-2022-1154 - CRITICAL -  vim: use after free in utf_ptr2char
CVE-2022-0685 - HIGH -  : vim: Use of Out-of-range Pointer Offset in vim
CVE-2022-28356 - HIGH -  CVE-2022-28356 kernel: refcount leak in llc_ui_bind and llc_ui_autobind
CVE-2022-27405 - HIGH -  FreeType: Segementation Fault
CVE-2022-27406 - HIGH -  Freetype: Segmentation violation
CVE-2022-1353 - HIGH -  Kernel: A kernel-info-leak issue in pfkey_register
CVE-2019-14821 - HIGH -  Kernel: KVM: OOB memory access via mmio ring buffer
CVE-2020-11884 - HIGH -  Kernel: s390: page table upgrade in secondary address mode may lead to privilege escalation
CVE-2019-11478 - HIGH -  Kernel: tcp: excessive resource consumption while processing SACK blocks allows remote denial of service
CVE-2019-11477 - HIGH -  Kernel: tcp: integer overflow while processing SACK blocks allows remote denial of service
CVE-2019-3900 - HIGH -  Kernel: vhost_net: infinite loop while receiving packets leads to DoS
CVE-2020-35492 - HIGH -  cairo: libreoffice slideshow aborts with stack smashing in cairo's composite_boxes
CVE-2020-8231 - HIGH -  curl: Expired pointer dereference via multi API with CURLOPT_CONNECT_ONLY option set
CVE-2020-8177 - HIGH -  curl: Incorrect argument check can allow remote servers to overwrite local files
CVE-2020-8286 - HIGH -  curl: Inferior OCSP verification
CVE-2020-8285 - HIGH -  curl: Malicious FTP server can trigger stack overflow when CURLOPT_CHUNK_BGN_FUNCTION is used
CVE-2021-22946 - HIGH -  curl: Requirement to use TLS not properly enforced for IMAP, POP3, and FTP protocols
CVE-2019-5436 - HIGH -  curl: TFTP receive heap buffer overflow in tftp_receive_packet() function
CVE-2019-19906 - HIGH -  cyrus-sasl: denial of service in _sasl_add_string function
CVE-2022-24407 - HIGH -  cyrus-sasl: failure to properly escape SQL input allows an attacker to execute arbitrary SQL commands
CVE-2022-1304 - HIGH -  e2fsprogs: out-of-bounds read/write via crafted filesystem
CVE-2021-46143 - HIGH -  expat: Integer overflow in doProlog in xmlparse.c
CVE-2022-22825 - HIGH -  expat: Integer overflow in lookup in xmlparse.c
CVE-2022-22826 - HIGH -  expat: Integer overflow in nextScaffoldPart in xmlparse.c
CVE-2022-22827 - HIGH -  expat: Integer overflow in storeAtts in xmlparse.c
CVE-2021-45960 - HIGH -  expat: Large number of prefixed XML attributes on a single tag can crash libexpat
CVE-2019-15903 - HIGH -  expat: heap-based buffer over-read via crafted XML input
CVE-2022-25314 - HIGH -  expat: integer overflow in copyString()
CVE-2018-20843 - HIGH -  expat: large number of colons in input makes parser consume high amount of resources, leading to DoS
CVE-2022-25308 - HIGH -  fribidi: Stack based buffer overflow
CVE-2019-18397 - HIGH -  fribidi: buffer overflow in fribidi_get_par_embedding_levels_ex() in lib/fribidi-bidi.c leading to denial of service and possible code execution
CVE-2019-15847 - HIGH -  gcc: POWER9 "DARN" RNG intrinsic produces repeated output
CVE-2018-12886 - HIGH -  gcc: spilling of stack protection address in cfgexpand.c and function.c leads to stack-overflow protection bypass
CVE-2019-13012 - HIGH -  glib2: insecure permissions for files and directories
CVE-2021-27218 - HIGH -  glib: integer overflow in g_byte_array_new_take function when called with a buffer of 4GB or more on a 64-bit platform
CVE-2021-27219 - HIGH -  glib: integer overflow in g_bytes_new function on 64-bit platforms due to an implicit cast from 64 bits to 32 bits
CVE-2021-3326 - HIGH -  glibc: Assertion failure in ISO-2022-JP-3 gconv module related to combining characters
CVE-2021-3999 - HIGH -  glibc: Off-by-one buffer overflow/underflow in getcwd()
CVE-2020-1751 - HIGH -  glibc: array overflow in backtrace functions for powerpc
CVE-2020-1752 - HIGH -  glibc: use-after-free in glob() function when expanding ~user
CVE-2021-43618 - HIGH -  gmp: Integer overflow and resultant buffer overflow via crafted input
CVE-2020-11501 - HIGH -  gnutls: DTLS client hello contains a random value of all zeroes
CVE-2020-24659 - HIGH -  gnutls: Heap buffer overflow in handshake with no_renegotiation alert sent
CVE-2020-13777 - HIGH -  gnutls: session resumption works without master key allowing MITM
CVE-2022-1271 - HIGH -  gzip: arbitrary-file-write vulnerability
CVE-2019-9506 - HIGH -  hardware: bluetooth: BR/EDR encryption key negotiation attacks (KNOB)
CVE-2019-0155 - HIGH -  hw: Intel GPU blitter manipulation can allow for arbitrary kernel memory write
CVE-2019-19071 - HIGH -  kernel: A memory leak in the rsi_send_beacon() function in drivers/net/wireless/rsi/rsi_91x_mgmt.c allows for a DoS
CVE-2022-1247 - HIGH -  kernel: A race condition bug in rose_connect()
CVE-2020-27815 - HIGH -  kernel: Array index out of bounds access when setting extended attributes on journaling filesystems.
CVE-2021-34981 - HIGH -  kernel: Bluetooth CMTP Module Double Free Privilege Escalation Vulnerability
CVE-2021-4157 - HIGH -  kernel: Buffer overwrite in decode_nfs_fh function
CVE-2019-10220 - HIGH -  kernel: CIFS: Relative paths injection in directory entry lists
CVE-2020-16119 - HIGH -  kernel: DCCP CCID structure use-after-free may lead to DoS or code execution
CVE-2022-1011 - HIGH -  kernel: FUSE allows UAF reads of write() buffers, allowing theft of (partial) /etc/shadow hashes
CVE-2020-25645 - HIGH -  kernel: Geneve/IPsec traffic may be unencrypted between two Geneve endpoints
CVE-2019-3846 - HIGH -  kernel: Heap overflow in mwifiex_update_bss_desc_with_ie function in marvell/mwifiex/scan.c
CVE-2020-25705 - HIGH -  kernel: ICMP rate limiting can be used for DNS poisoning attack
CVE-2022-29581 - HIGH -  kernel: Improper Update of Reference Count vulnerability in net/sched
CVE-2021-22543 - HIGH -  kernel: Improper handling of VM_IO|VM_PFNMAP vmas in KVM can bypass RO checks
CVE-2022-27223 - HIGH -  kernel: In drivers/usb/gadget/udc/udc-xilinx.c the endpoint index is not validated
CVE-2020-12362 - HIGH -  kernel: Integer overflow in Intel(R) Graphics Drivers
CVE-2021-29154 - HIGH -  kernel: Local privilege escalation due to incorrect BPF JIT branch displacement computation
CVE-2021-3506 - HIGH -  kernel: Out of bounds memory access bug in get_next_net_page() in fs/f2fs/node.c
CVE-2020-29370 - HIGH -  kernel: Race condition in SLUB bulk alloc slowpath
CVE-2021-4202 - HIGH -  kernel: Race condition in nci_request() leads to use after free while the device is getting removed
CVE-2021-23133 - HIGH -  kernel: Race condition in sctp_destroy_sock list_del
CVE-2020-28374 - HIGH -  kernel: SCSI target (LIO) write to any block on ILO backstore
CVE-2021-3653 - HIGH -  kernel: SVM nested virtualization issue in KVM (AVIC support)
CVE-2021-3656 - HIGH -  kernel: SVM nested virtualization issue in KVM (VMLOAD/VMSAVE)
CVE-2022-1012 - HIGH -  kernel: Small table perturb size in the TCP source port generation algorithm can lead to information leak
CVE-2020-25212 - HIGH -  kernel: TOCTOU mismatch in the NFS client code
CVE-2021-39685 - HIGH -  kernel: USB gadget buffer overflow
CVE-2021-1048 - HIGH -  kernel: Use After Free in epoll_loop_check_proc() which could result in a local privilege escalation
CVE-2020-14356 - HIGH -  kernel: Use After Free vulnerability in cgroup BPF component
CVE-2021-3347 - HIGH -  kernel: Use after free via PI futex state
CVE-2022-1679 - HIGH -  kernel: Use-After-Free in ath9k_htc_probe_device() could cause an escalation of privileges
CVE-2021-3348 - HIGH -  kernel: Use-after-free in ndb_queue_rq() in drivers/block/nbd.c
CVE-2019-15099 - HIGH -  kernel: a NULL pointer dereference in drivers/net/wireless/ath/ath10k/usb.c leads to a crash
CVE-2022-28390 - HIGH -  kernel: a double free in ems_usb_start_xmit in drivers/net/can/usb/ems_usb.c
CVE-2022-28389 - HIGH -  kernel: a double free in mcba_usb_start_xmit in drivers/net/can/usb/mcba_usb.c
CVE-2022-28388 - HIGH -  kernel: a double free in usb_8dev_start_xmit in drivers/net/can/usb/usb_8dev.c
CVE-2019-19074 - HIGH -  kernel: a memory leak in the ath9k management function in allows local DoS
CVE-2021-35039 - HIGH -  kernel: allows loading unsigned kernel modules via init_module syscall
CVE-2020-0444 - HIGH -  kernel: bad kfree in auditfilter.c may lead to escalation of privilege
CVE-2021-3444 - HIGH -  kernel: bpf verifier incorrect mod32 truncation
CVE-2019-9503 - HIGH -  kernel: brcmfmac frame validation bypass
CVE-2019-9500 - HIGH -  kernel: brcmfmac heap buffer overflow in brcmf_wowl_nd_results
CVE-2019-13272 - HIGH -  kernel: broken permission and object lifetime handling for PTRACE_TRACEME
CVE-2022-27666 - HIGH -  kernel: buffer overflow in IPsec ESP transformation code
CVE-2021-38207 - HIGH -  kernel: buffer overflow in drivers/net/ethernet/xilinx/ll_temac_main.c by sending heavy network traffic for about ten minutes
CVE-2020-12653 - HIGH -  kernel: buffer overflow in mwifiex_cmd_append_vsie_tlv function in drivers/net/wireless/marvell/mwifiex/scan.c
CVE-2021-28660 - HIGH -  kernel: buffer overflow in rtw_wx_set_scan function in drivers/staging/rtl8188eu/os_dep/ioctl_linux.c
CVE-2021-4197 - HIGH -  kernel: cgroup: Use open-time creds and namespace for migration perm checks
CVE-2022-0492 - HIGH -  kernel: cgroups v1 release_agent feature may allow privilege escalation
CVE-2021-38300 - HIGH -  kernel: crafting anomalous machine code may lead to arbitrary Kernel code execution
CVE-2021-38160 - HIGH -  kernel: data corruption or loss can be triggered by an untrusted device that supplies a buf->len value exceeding the buffer size in drivers/char/virtio_console.c
CVE-2019-15538 - HIGH -  kernel: denial of service in in xfs_setattr_nonsize in fs/xfs/xfs_iops.c
CVE-2019-17075 - HIGH -  kernel: denial of service in write_tpt_entry in drivers/infiniband/hw/cxgb4/mem.c
CVE-2021-3864 - HIGH -  kernel: descendant's dumpable setting with certain SUID binaries
