CVE-2022-27404 - CRITICAL -  FreeType: Buffer Overflow
CVE-2019-12900 - CRITICAL -  bzip2: out-of-bounds write in function BZ2_decompress
CVE-2019-5481 - CRITICAL -  curl: double free due to subsequent call of realloc()
CVE-2019-5482 - CRITICAL -  curl: heap buffer overflow in function tftp_receive_packet()
CVE-2022-22822 - CRITICAL -  expat: Integer overflow in addBinding in xmlparse.c
CVE-2022-22823 - CRITICAL -  expat: Integer overflow in build_model in xmlparse.c
CVE-2022-22824 - CRITICAL -  expat: Integer overflow in defineAttribute in xmlparse.c
CVE-2022-23852 - CRITICAL -  expat: Integer overflow in function XML_GetBuffer
CVE-2022-25315 - CRITICAL -  expat: Integer overflow in storeRawNames()
CVE-2022-25235 - CRITICAL -  expat: Malformed 2- and 3-byte UTF-8 sequences can lead to arbitrary code execution
CVE-2022-25236 - CRITICAL -  expat: Namespace-separator characters in "xmlns[:prefix]" attribute values can lead to arbitrary code execution
CVE-2022-23990 - CRITICAL -  expat: integer overflow in the doProlog function
CVE-2021-35942 - CRITICAL -  glibc: Arbitrary read in wordexp()
CVE-2018-6485 - CRITICAL -  glibc: Integer overflow in posix_memalign in memalign functions
CVE-2022-23219 - CRITICAL -  glibc: Stack-based buffer overflow in sunrpc clnt_create via a long pathname
CVE-2022-23218 - CRITICAL -  glibc: Stack-based buffer overflow in svcunix_create via long pathnames
CVE-2018-6551 - CRITICAL -  glibc: integer overflow in malloc functions
CVE-2021-33574 - CRITICAL -  glibc: mq_notify does not handle separately allocated thread attributes
CVE-2019-9169 - CRITICAL -  glibc: regular-expression match via proceed_next_node in posix/regexec.c leads to heap-based buffer over-read
CVE-2021-31535 - CRITICAL -  libX11: missing request length checks
CVE-2017-7544 - CRITICAL -  libexif: Out-of-bounds heap read in exif_data_save_data_entry function
CVE-2020-0452 - CRITICAL -  libexif: out of bounds write due to an integer overflow in exif-entry.c
CVE-2020-13112 - CRITICAL -  libexif: several buffer over-reads in EXIF MakerNote handling can lead to information disclosure and DoS
CVE-2017-14062 - CRITICAL -  libidn2: Integer overflow in puny_decode.c/decode_digit
CVE-2017-12652 - CRITICAL -  libpng: does not check length of chunks against user limit
CVE-2017-8872 - CRITICAL -  libxml2: Out-of-bounds read in htmlParseTryOrFinish
CVE-2021-3520 - CRITICAL -  lz4: memory corruption due to an integer overflow bug caused by memmove argument
CVE-2022-29155 - CRITICAL -  openldap: OpenLDAP SQL injection
CVE-2022-1292 - CRITICAL -  openssl: c_rehash script allows command injection
CVE-2017-12424 - CRITICAL -  shadow-utils: Buffer overflow via newusers tool
CVE-2019-8457 - CRITICAL -  sqlite: heap out-of-bound read in function rtreenode()
CVE-2018-20506 - HIGH -  CVE-2018-20346 CVE-2018-20505 CVE-2018-20506 sqlite: Multiple flaws in sqlite which can be triggered via corrupted internal databases (Magellan)
CVE-2018-20346 - HIGH -  CVE-2018-20505 CVE-2018-20506 sqlite: Multiple flaws in sqlite which can be triggered via corrupted internal databases (Magellan)
CVE-2022-27405 - HIGH -  FreeType: Segementation Fault
CVE-2022-27406 - HIGH -  Freetype: Segmentation violation
CVE-2020-10531 - HIGH -  ICU: Integer overflow in UnicodeString::doAppend()
CVE-2018-6543 - HIGH -  binutils:  integer overflow in load_specific_debug_section function in objdump.c
CVE-2017-12454 - HIGH -  binutils: Arbitrary memory read in _bfd_vms_slurp_egs function
CVE-2017-14729 - HIGH -  binutils: Heap buffer overflow in the *_get_synthetic_symtab functions
CVE-2017-12799 - HIGH -  binutils: Heap-based 1 byte buffer over-write in elf_read_notes function in bfd/elf.c
CVE-2018-7208 - HIGH -  binutils: Improper bounds check in coffgen.c:coff_pointerize_aux() allows for denial of service when parsing a crafted COFF file
CVE-2017-14333 - HIGH -  binutils: Insuficient input validation in process_version_sections function in readelf.c
CVE-2018-6323 - HIGH -  binutils: Integer overflow in elf_object_p function in elfcode.h
CVE-2017-14745 - HIGH -  binutils: Integer overflow in the *_get_synthetic_symtab functions
CVE-2018-7643 - HIGH -  binutils: Integer overflow in the display_debug_ranges function resulting in crash
CVE-2017-12457 - HIGH -  binutils: NULL pointer dereference in bfd_make_section_with_flags function
CVE-2017-13710 - HIGH -  binutils: NULL pointer dereference in the setup_group function
CVE-2017-12448 - HIGH -  binutils: heap use after free in bfd_cache_close function
CVE-2017-12453 - HIGH -  binutils: out of bounds heap read in __bfd_vms_slurp_eeom function
CVE-2017-12449 - HIGH -  binutils: out of bounds heap read in _bfd_vms_save_sized_string function
CVE-2017-12452 - HIGH -  binutils: out of bounds heap read in bfd_mach_o_i386_canonicalize_one_reloc function
CVE-2017-12455 - HIGH -  binutils: out of bounds heap read in evax_bfd_print_emh function
CVE-2017-12458 - HIGH -  binutils: out of bounds heap read in nlm_swap_auxiliary_headers_in function
CVE-2017-12456 - HIGH -  binutils: out of bounds heap read in read_symbol_stabs_debugging_inf function
CVE-2017-12450 - HIGH -  binutils: out of bounds heap write in alpha_vms_object_p function
CVE-2017-12459 - HIGH -  binutils: out of bounds heap write in bfd_mach_o_read_symtab_strtab function
CVE-2017-12451 - HIGH -  binutils: out of bounds stack read in _bfd_xcoff_read_ar_hdr function
CVE-2020-35492 - HIGH -  cairo: libreoffice slideshow aborts with stack smashing in cairo's composite_boxes
CVE-2017-5130 - HIGH -  chromium-browser: heap overflow in libxml2
CVE-2020-8231 - HIGH -  curl: Expired pointer dereference via multi API with CURLOPT_CONNECT_ONLY option set
CVE-2020-8177 - HIGH -  curl: Incorrect argument check can allow remote servers to overwrite local files
CVE-2020-8286 - HIGH -  curl: Inferior OCSP verification
CVE-2020-8285 - HIGH -  curl: Malicious FTP server can trigger stack overflow when CURLOPT_CHUNK_BGN_FUNCTION is used
CVE-2021-22946 - HIGH -  curl: Requirement to use TLS not properly enforced for IMAP, POP3, and FTP protocols
CVE-2019-5436 - HIGH -  curl: TFTP receive heap buffer overflow in tftp_receive_packet() function
CVE-2019-19906 - HIGH -  cyrus-sasl: denial of service in _sasl_add_string function
CVE-2022-24407 - HIGH -  cyrus-sasl: failure to properly escape SQL input allows an attacker to execute arbitrary SQL commands
CVE-2022-1304 - HIGH -  e2fsprogs: out-of-bounds read/write via crafted filesystem
CVE-2021-46143 - HIGH -  expat: Integer overflow in doProlog in xmlparse.c
CVE-2022-22825 - HIGH -  expat: Integer overflow in lookup in xmlparse.c
CVE-2022-22826 - HIGH -  expat: Integer overflow in nextScaffoldPart in xmlparse.c
CVE-2022-22827 - HIGH -  expat: Integer overflow in storeAtts in xmlparse.c
CVE-2021-45960 - HIGH -  expat: Large number of prefixed XML attributes on a single tag can crash libexpat
CVE-2018-12886 - HIGH -  gcc: spilling of stack protection address in cfgexpand.c and function.c leads to stack-overflow protection bypass
CVE-2018-11489 - HIGH -  giflib: heap-based buffer overflow in DGifDecompressLine function in dgif_lib.c
CVE-2018-11490 - HIGH -  giflib: heap-based buffer overflow in DGifDecompressLine function in dgif_lib.c
CVE-2020-23922 - HIGH -  giflib: out-of-bounds read in DumpScreen2RGB() in gif2rgb.c in gif2rgb tool
CVE-2022-28506 - HIGH -  giflib:Buffer overflow in function DumpScreen2RGB()
CVE-2021-27218 - HIGH -  glib: integer overflow in g_byte_array_new_take function when called with a buffer of 4GB or more on a 64-bit platform
CVE-2021-27219 - HIGH -  glib: integer overflow in g_bytes_new function on 64-bit platforms due to an implicit cast from 64 bits to 32 bits
CVE-2021-3326 - HIGH -  glibc: Assertion failure in ISO-2022-JP-3 gconv module related to combining characters
CVE-2021-3999 - HIGH -  glibc: Off-by-one buffer overflow/underflow in getcwd()
CVE-2020-1751 - HIGH -  glibc: array overflow in backtrace functions for powerpc
CVE-2009-5155 - HIGH -  glibc: parse_reg_exp in posix/regcomp.c misparses alternatives leading to denial of service or trigger incorrect result
CVE-2018-1000001 - HIGH -  glibc: realpath() buffer underflow when getcwd() returns relative path allows privilege escalation
CVE-2020-1752 - HIGH -  glibc: use-after-free in glob() function when expanding ~user
CVE-2021-43618 - HIGH -  gmp: Integer overflow and resultant buffer overflow via crafted input
CVE-2018-1000858 - HIGH -  gnupg2: Cross site request forgery in dirmngr resulting in an information disclosure or denial of service
CVE-2019-3829 - HIGH -  gnutls: use-after-free/double-free in certificate verification
CVE-2022-1271 - HIGH -  gzip: arbitrary-file-write vulnerability
CVE-2020-28196 - HIGH -  krb5: unbounded recursion via an ASN.1-encoded Kerberos message in lib/krb5/asn.1/asn1_encode.c may lead to DoS
CVE-2020-14363 - HIGH -  libX11: integer overflow leads to double free in locale handling
CVE-2018-20030 - HIGH -  libexif: Input validation issue resulting in a denial of service
CVE-2016-6328 - HIGH -  libexif: Integer overflow in parsing MNOTE entry data of the input file
CVE-2020-0198 - HIGH -  libexif: integer overflow in exif_data_load_data_content function in exif-data.c
CVE-2020-0181 - HIGH -  libexif: integer overflow in exif_data_load_data_thumbnail function in exif-data.c
CVE-2019-9278 - HIGH -  libexif: out of bounds write in exif-data.c
CVE-2020-13114 - HIGH -  libexif: unrestricted size in handling Canon EXIF MakerNote data can lead to consumption of large amounts of compute time
CVE-2020-13113 - HIGH -  libexif: use of uninitialized memory in EXIF Makernote handling can lead to crashes and use-after-free
CVE-2021-33560 - HIGH -  libgcrypt: mishandles ElGamal encryption because it lacks exponent blinding to address a side-channel attack against mpi_powm
CVE-2020-13790 - HIGH -  libjpeg-turbo: heap-based buffer over-read in get_rgb_row() in rdppm.c
CVE-2020-14152 - HIGH -  libjpeg: improper handling of max_memory_to_use setting can lead to excessive memory consumption
CVE-2019-17498 - HIGH -  libssh2: integer overflow in SSH_MSG_DISCONNECT logic in packet.c
CVE-2019-13115 - HIGH -  libssh2: integer overflow in kex_method_diffie_hellman_group_exchange_sha256_key_exchange in kex.c leads to out-of-bounds write
CVE-2020-35524 - HIGH -  libtiff: Heap-based buffer overflow in TIFF2PDF tool
CVE-2018-12900 - HIGH -  libtiff: Heap-based buffer overflow in the cpSeparateBufToContigBuf function resulting in a denial of service or possibly code execution
CVE-2018-17100 - HIGH -  libtiff: Integer overflow in multiply_ms in tools/ppm2tiff.c
CVE-2020-35523 - HIGH -  libtiff: Integer overflow in tif_getimage.c
CVE-2020-19131 - HIGH -  libtiff: a buffer overflow via the "invertImage()" may lead to DoS
CVE-2022-0891 - HIGH -  libtiff: heap buffer overflow in extractImageSection
CVE-2019-17546 - HIGH -  libtiff: integer overflow leading to heap-based buffer overflow in tif_getimage.c
CVE-2021-3517 - HIGH -  libxml2: Heap-based buffer overflow in xmlEncodeEntitiesInternal() in entities.c
CVE-2017-16932 - HIGH -  libxml2: Infinite recursion in parameter entities
CVE-2018-14404 - HIGH -  libxml2: NULL pointer dereference in xmlXPathCompOpEval() function in xpath.c
CVE-2021-3516 - HIGH -  libxml2: Use-after-free in xmlEncodeEntitiesInternal() in entities.c
CVE-2021-3518 - HIGH -  libxml2: Use-after-free in xmlXIncludeDoProcess() in xinclude.c
CVE-2022-23308 - HIGH -  libxml2: Use-after-free of ID and IDREF attributes
CVE-2020-7595 - HIGH -  libxml2: infinite loop in xmlStringLenDecodeEntities in some end-of-file situations
CVE-2019-19956 - HIGH -  libxml2: memory leak in xmlParseBalancedChunkMemoryRecover in parser.c
CVE-2019-20388 - HIGH -  libxml2: memory leak in xmlSchemaPreRun in xmlschemas.c
CVE-2022-29458 - HIGH -  ncurses: segfaulting OOB read
CVE-2021-20305 - HIGH -  nettle: Out of bounds memory access in signature verification
CVE-2021-3580 - HIGH -  nettle: Remote crash in RSA decryption via manipulated ciphertext
CVE-2018-1000168 - HIGH -  nghttp2: Null pointer dereference when too large ALTSVC frame is received
CVE-2020-11080 - HIGH -  nghttp2: overly large SETTINGS frames can lead to DoS
CVE-2020-36230 - HIGH -  openldap: Assertion failure in ber_next_element in decode.c
CVE-2021-27212 - HIGH -  openldap: Assertion failure in slapd in the issuerAndThisUpdateCheck function
CVE-2020-36222 - HIGH -  openldap: Assertion failure in slapd in the saslAuthzTo validation
CVE-2020-36226 - HIGH -  openldap: Denial of service via length miscalculation in slap_parse_user
CVE-2020-36225 - HIGH -  openldap: Double free in the saslAuthzTo processing
CVE-2020-36227 - HIGH -  openldap: Infinite loop in slapd with the cancel_extop Cancel operation
CVE-2020-36228 - HIGH -  openldap: Integer underflow in issuerAndThisUpdateCheck in schema_init.c
CVE-2020-36221 - HIGH -  openldap: Integer underflow in serialNumberAndIssuerCheck in schema_init.c
CVE-2020-36224 - HIGH -  openldap: Invalid pointer free in the saslAuthzTo processing
CVE-2020-25692 - HIGH -  openldap: NULL pointer dereference for unauthenticated packet in slapd
CVE-2020-36223 - HIGH -  openldap: Out-of-bounds read in Values Return Filter
CVE-2020-36229 - HIGH -  openldap: Type confusion in ad_keystring in ad.c
CVE-2020-25710 - HIGH -  openldap: assertion failure in CSN normalization with invalid input
CVE-2020-25709 - HIGH -  openldap: assertion failure in Certificate List syntax validation
CVE-2020-12243 - HIGH -  openldap: denial of service via nested boolean expressions in LDAP search filters
CVE-2022-0778 - HIGH -  openssl: Infinite loop in BN_mod_sqrt() reachable when parsing certificates
CVE-2021-3712 - HIGH -  openssl: Read buffer overruns processing ASN.1 strings
CVE-2021-23840 - HIGH -  openssl: integer overflow in CipherUpdate
CVE-2020-29361 - HIGH -  p11-kit: integer overflow when allocating memory for arrays or attributes and object identifiers
CVE-2020-16156 - HIGH -  perl-CPAN: Bypass of verification of signatures in CHECKSUMS files
CVE-2020-10878 - HIGH -  perl: corruption of intermediate language state of compiled regular expression due to integer overflow leads to DoS
CVE-2020-12723 - HIGH -  perl: corruption of intermediate language state of compiled regular expression due to recursive S_study_chunk() calls leads to DoS
CVE-2020-10543 - HIGH -  perl: heap-based buffer overflow in regular expression compiler leads to DoS
CVE-2018-8740 - HIGH -  sqlite: NULL pointer dereference with databases with schema corrupted with CREATE TABLE AS allows for denial of service
CVE-2020-13630 - HIGH -  sqlite: Use-after-free in fts3EvalNextRow in ext/fts3/fts3.c
CVE-2019-9936 - HIGH -  sqlite: heap-based buffer over-read in function fts5HashEntrySort in sqlite3.c
CVE-2020-11655 - HIGH -  sqlite: malformed window-function query leads to DoS
CVE-2019-9937 - HIGH -  sqlite: null-pointer dereference in function fts5ChunkIterate in sqlite3.c
CVE-2019-5827 - HIGH -  sqlite: out-of-bounds access due to the use of 32-bit memory allocator interfaces
CVE-2019-20218 - HIGH -  sqlite: selectExpander in select.c proceeds with WITH stack unwinding even after a parsing error
